userId,productId,purchasedAt,quantity,unitPrice
USR01192,PRD00759,2021-05-09,2,2237.91
USR00268,PRD01241,2022-10-25,1,1532.48
USR00268,PRD02242,2021-07-22,1,1136.52
USR00268,PRD01182,2025-12-28,2,1138.23
USR01119,PRD01611,2024-07-10,4,1073.13
USR01119,PRD00758,2023-02-27,5,1498.99
USR01119,PRD00694,2020-01-19,5,2313.77
USR00800,PRD01983,2021-04-18,3,1198.4
USR00800,PRD00722,2020-11-26,2,2242.86
USR00328,PRD00686,2020-03-09,5,353.18
USR00328,PRD02798,2020-11-28,3,633.41
USR00328,PRD00087,2021-11-07,4,2009.93
USR00328,PRD01088,2020-04-21,2,805.3
USR00029,PRD01379,2020-07-16,3,1172.96
USR00029,PRD02780,2022-01-27,3,54.5
USR00579,PRD02290,2020-12-05,3,344.17
USR00579,PRD00667,2020-04-23,3,1786.05
USR00579,PRD02033,2024-12-27,5,1598.54
USR00447,PRD01026,2024-09-03,5,880.65
USR00447,PRD00436,2022-09-25,4,1379.14
USR00447,PRD00975,2024-03-22,4,1493.95
USR00447,PRD00101,2024-05-26,3,1490.83
USR00447,PRD00013,2020-01-05,1,2157.53
USR01181,PRD00443,2021-07-01,2,1215.49
USR01181,PRD02069,2020-01-17,3,2240.84
USR01061,PRD01584,2023-10-02,5,226.54
USR01061,PRD02760,2021-01-24,4,1760.78
USR01061,PRD01178,2020-02-25,4,2000.15
USR00489,PRD01647,2022-03-13,1,343.7
USR00489,PRD02860,2022-01-26,1,1938.22
USR00489,PRD01699,2025-12-04,2,748.11
USR00028,PRD00326,2021-10-30,1,316.59
USR00028,PRD00974,2021-03-02,1,1167.0
USR00028,PRD02992,2021-12-25,2,1131.28
USR00964,PRD01199,2023-12-25,5,673.78
USR00964,PRD02895,2021-06-30,4,2245.89
USR00455,PRD02560,2023-11-25,5,698.49
USR00455,PRD01223,2024-01-08,3,190.59
USR00455,PRD00307,2022-01-10,3,1518.71
USR00229,PRD02610,2020-04-17,3,1274.49
USR00229,PRD01310,2021-06-14,3,1472.64
USR00229,PRD00913,2025-08-10,3,2115.94
USR00229,PRD01803,2020-10-29,5,1033.11
USR00229,PRD00165,2022-06-05,3,1021.85
USR01022,PRD02729,2023-10-05,2,185.01
USR01022,PRD00049,2021-06-28,5,833.69
USR01022,PRD00710,2022-10-18,5,319.97
USR00835,PRD02448,2022-10-04,1,2054.25
USR00835,PRD01797,2025-10-26,3,358.65
USR00835,PRD01541,2025-12-14,5,23.19
USR00835,PRD02110,2021-07-12,3,448.56
USR00835,PRD00350,2023-10-12,5,1310.07
USR00672,PRD02312,2023-07-29,5,2087.02
USR00672,PRD00482,2025-06-11,1,665.61
USR00672,PRD01521,2024-09-17,5,421.47
USR00672,PRD01906,2025-05-10,4,154.89
USR00672,PRD01142,2024-05-05,5,619.45
USR00505,PRD02924,2022-04-01,2,228.5
USR01176,PRD02984,2020-08-10,3,696.83
USR01176,PRD02107,2021-10-15,5,913.37
USR01176,PRD00591,2022-08-01,2,1779.36
USR01176,PRD00660,2023-12-21,4,2472.14
USR00061,PRD01842,2025-10-28,2,2244.94
USR00061,PRD02065,2025-11-12,1,59.39
USR00061,PRD01211,2024-06-15,1,64.51
USR00061,PRD01873,2020-01-07,2,630.01
USR00061,PRD01315,2020-08-21,3,2212.45
USR00708,PRD02005,2020-08-12,5,1638.46
USR00708,PRD00573,2020-01-22,2,2126.8
USR01027,PRD00140,2020-03-19,4,1216.26
USR01027,PRD00390,2023-02-21,2,2142.79
USR01095,PRD02025,2024-05-31,5,973.53
USR01095,PRD01517,2025-10-14,4,240.78
USR00426,PRD02342,2022-04-09,3,70.83
USR00426,PRD02075,2024-01-11,5,28.13
USR00551,PRD01400,2021-08-12,1,1744.31
USR00551,PRD01874,2023-05-29,3,685.14
USR00551,PRD01683,2021-01-23,5,552.73
USR00551,PRD00124,2023-10-21,5,92.0
USR00551,PRD01520,2020-08-12,2,1566.67
USR01234,PRD02331,2025-02-14,1,2428.67
USR01234,PRD02765,2024-09-12,1,2224.0
USR01413,PRD01409,2024-01-10,3,606.59
USR00303,PRD01695,2021-10-12,2,205.04
USR00303,PRD02974,2022-05-20,1,1221.91
USR00303,PRD01467,2022-04-05,5,110.02
USR00656,PRD01479,2023-07-20,1,1712.22
USR00656,PRD02140,2025-06-01,2,1985.17
USR01161,PRD02232,2020-07-08,3,1451.61
USR01161,PRD00561,2021-04-03,2,998.4
USR01161,PRD02779,2021-02-22,2,1588.03
USR01161,PRD00007,2024-09-12,3,2247.68
USR00175,PRD00382,2023-08-03,4,34.94
USR01120,PRD01154,2020-07-11,3,2282.7
USR01120,PRD02517,2021-07-15,4,2458.36
USR01120,PRD01578,2025-11-02,3,2254.59
USR01120,PRD00631,2020-08-09,1,45.63
USR01120,PRD01846,2024-07-12,1,1450.31
USR00461,PRD00570,2023-11-26,3,1008.73
USR00461,PRD00716,2021-02-06,1,2309.89
USR00461,PRD00934,2023-12-06,1,308.18
USR00699,PRD00216,2021-06-30,4,469.84
USR00625,PRD02641,2025-01-09,1,739.29
USR00625,PRD00135,2020-05-12,3,839.0
USR00625,PRD00626,2021-01-20,3,1767.94
USR00625,PRD00013,2021-09-15,5,2157.53
USR00625,PRD00465,2025-06-04,1,1480.35
USR00176,PRD00002,2023-02-04,3,326.6
USR00176,PRD00559,2020-01-05,2,1022.34
USR00176,PRD02633,2021-04-13,1,2070.98
USR00176,PRD00662,2021-08-16,5,662.62
USR00396,PRD01377,2024-10-05,1,1241.22
USR00396,PRD00670,2025-03-29,5,1546.58
USR00396,PRD01617,2024-09-06,2,2259.03
USR00748,PRD02934,2022-12-25,1,854.12
USR00748,PRD01544,2021-07-04,5,905.61
USR01424,PRD02378,2022-12-25,3,1679.55
USR01424,PRD02014,2023-07-21,4,2295.43
USR01424,PRD01663,2023-05-15,2,1714.53
USR01424,PRD00019,2025-07-07,1,621.6
USR00862,PRD02742,2024-08-18,3,1377.59
USR00862,PRD01113,2025-07-12,1,372.11
USR00862,PRD02389,2020-12-13,2,31.63
USR00862,PRD01433,2021-09-10,1,1665.89
USR00862,PRD00601,2021-07-16,5,1395.81
USR00777,PRD00869,2023-05-11,3,1088.27
USR00777,PRD01136,2025-02-02,4,2158.3
USR00777,PRD01296,2021-09-10,5,190.31
USR00777,PRD02019,2021-11-09,5,1949.75
USR00777,PRD01575,2021-04-30,5,1288.21
USR00377,PRD01660,2022-08-21,1,719.3
USR01453,PRD01595,2021-07-25,2,2354.16
USR01453,PRD01565,2023-11-19,4,2186.84
USR01453,PRD01610,2025-11-08,1,2259.4
USR00481,PRD02444,2020-04-12,5,583.38
USR00481,PRD01803,2025-08-07,4,1033.11
USR00516,PRD01200,2024-07-15,5,1665.63
USR00516,PRD01518,2021-01-28,5,2416.63
USR00881,PRD01614,2021-06-06,4,442.96
USR01451,PRD00914,2021-06-15,3,2403.73
USR01451,PRD01407,2025-05-11,3,2209.41
USR01451,PRD01802,2020-01-04,3,1310.06
USR01451,PRD01326,2024-10-25,3,1644.79
USR00381,PRD01692,2024-03-14,5,1247.22
USR01052,PRD00493,2022-07-10,2,168.59
USR01052,PRD01087,2024-04-23,3,2275.64
USR00909,PRD02121,2024-06-10,2,1316.22
USR00909,PRD00133,2021-03-07,1,1154.12
USR01356,PRD01225,2021-08-24,2,433.47
USR01356,PRD01142,2020-12-09,3,619.45
USR01356,PRD00035,2021-04-16,1,1753.06
USR01037,PRD01025,2021-07-14,2,2217.37
USR01037,PRD00917,2022-06-04,3,786.42
USR00050,PRD00121,2025-03-07,4,1788.59
USR00050,PRD02945,2021-09-17,1,1729.95
USR00651,PRD01577,2025-08-21,4,335.77
USR00651,PRD02771,2021-01-03,2,1140.53
USR00135,PRD01704,2022-12-22,5,2109.42
USR00135,PRD00794,2025-11-10,5,2298.78
USR00135,PRD01257,2020-07-13,2,1703.49
USR00135,PRD02561,2021-09-27,3,259.42
USR00401,PRD00851,2021-11-03,1,2031.67
USR00735,PRD00451,2025-10-01,2,2282.62
USR01298,PRD01977,2022-03-17,4,1892.75
USR01298,PRD02478,2023-10-08,3,2356.03
USR00993,PRD01320,2025-10-01,1,1117.81
USR00993,PRD02587,2025-03-17,4,92.33
USR00993,PRD00644,2022-12-16,5,156.6
USR00993,PRD00317,2025-02-05,1,899.63
USR00816,PRD00225,2023-05-02,3,367.15
USR01409,PRD02477,2023-01-02,2,432.97
USR01409,PRD00088,2021-05-18,3,619.76
USR01381,PRD01543,2021-06-05,4,222.97
USR00361,PRD00676,2023-04-01,1,1656.45
USR00660,PRD02566,2020-03-05,1,2037.81
USR00660,PRD02542,2023-02-20,5,2147.91
USR00445,PRD00005,2022-10-06,4,1203.92
USR00445,PRD00412,2025-12-17,2,671.16
USR00445,PRD00081,2022-11-26,1,2266.54
USR01418,PRD02397,2022-02-04,5,818.94
USR00880,PRD00890,2025-12-01,1,735.55
USR00880,PRD00232,2025-10-12,3,1073.16
USR00880,PRD02596,2022-08-18,2,276.09
USR00880,PRD01762,2022-09-08,1,1032.88
USR00880,PRD02819,2023-11-30,2,1907.3
USR00928,PRD00369,2020-11-14,1,654.02
USR00928,PRD02803,2020-11-27,4,1386.66
USR00928,PRD02659,2023-12-14,3,1419.72
USR00261,PRD00794,2021-12-01,4,2298.78
USR00261,PRD00945,2025-05-01,2,2077.89
USR00261,PRD00339,2020-02-05,2,884.8
USR00261,PRD01906,2021-10-04,1,154.89
USR00261,PRD01411,2022-11-11,4,1403.47
USR00768,PRD02569,2024-01-23,5,1881.44
USR00768,PRD01478,2021-11-08,4,2072.44
USR00768,PRD01246,2025-11-08,5,1772.33
USR00929,PRD02023,2024-02-19,3,1753.99
USR00929,PRD01610,2021-12-17,4,2259.4
USR00929,PRD00967,2022-06-19,2,1898.93
USR01408,PRD01090,2023-03-30,2,116.29
USR01408,PRD00118,2023-03-05,5,2439.59
USR01408,PRD02653,2024-09-19,1,2329.29
USR01408,PRD00708,2022-07-25,3,1337.79
USR00873,PRD01144,2022-05-25,5,1349.14
USR00873,PRD00398,2021-12-03,5,1431.86
USR00873,PRD02755,2021-01-07,2,1959.09
USR00873,PRD00516,2020-11-02,5,875.67
USR01136,PRD01062,2020-11-02,2,978.9
USR01136,PRD00640,2022-11-04,4,731.47
USR01136,PRD01307,2025-05-25,2,2251.64
USR00217,PRD00708,2020-05-15,4,1337.79
USR00217,PRD00403,2020-10-03,5,1373.62
USR00217,PRD02579,2020-10-16,4,1088.0
USR00217,PRD02979,2025-07-19,5,649.13
USR01413,PRD00633,2021-08-29,2,1937.01
USR01413,PRD01590,2022-09-01,2,1849.17
USR01413,PRD01394,2024-04-13,3,2095.14
USR01413,PRD00038,2022-07-01,5,2354.07
USR01413,PRD00195,2020-12-14,2,981.83
USR00030,PRD01305,2020-03-09,5,806.62
USR00030,PRD00931,2021-03-08,1,857.66
USR00506,PRD00603,2020-06-21,5,1240.13
USR00506,PRD00883,2025-02-19,1,1903.82
USR00534,PRD01379,2024-11-14,2,1172.96
USR00534,PRD02333,2021-09-17,5,2008.0
USR00534,PRD01428,2022-08-18,2,2025.73
USR01446,PRD02448,2025-07-07,1,2054.25
USR01446,PRD02898,2025-09-02,3,1048.29
USR01446,PRD02713,2024-03-12,5,878.05
USR01235,PRD00173,2023-11-17,5,1112.96
USR01235,PRD02683,2024-10-11,2,2303.22
USR01235,PRD01983,2025-03-04,1,1198.4
USR00577,PRD02372,2021-03-26,4,1779.49
USR00577,PRD00458,2021-12-01,5,166.32
USR00577,PRD02286,2022-06-09,3,2357.47
USR00577,PRD02844,2020-07-07,1,1799.43
USR00577,PRD02068,2020-11-07,5,1852.76
USR00529,PRD00411,2024-11-19,2,807.52
USR00529,PRD00416,2025-08-01,5,2345.98
USR00529,PRD00907,2023-06-10,2,1087.09
USR00529,PRD00527,2022-07-12,3,1888.77
USR00529,PRD00129,2020-05-17,4,589.03
USR00837,PRD01647,2021-09-19,1,343.7
USR00837,PRD02383,2021-03-01,5,1650.37
USR00660,PRD02473,2021-06-07,3,2022.39
USR00660,PRD01021,2020-04-27,4,840.13
USR00660,PRD02846,2024-11-20,5,1709.1
USR00660,PRD01175,2024-07-11,5,1131.76
USR00238,PRD00886,2022-08-21,5,1804.15
USR00238,PRD00325,2021-11-28,4,296.49
USR00443,PRD00255,2024-11-26,1,141.25
USR00443,PRD01109,2025-01-25,5,1313.59
USR00443,PRD01099,2022-08-15,5,142.66
USR00443,PRD01652,2024-03-03,5,2312.86
USR00443,PRD00009,2025-11-02,3,480.11
USR01098,PRD00247,2023-03-24,4,2290.83
USR01098,PRD00726,2025-10-03,1,1872.92
USR00949,PRD02322,2022-09-28,3,1454.5
USR00949,PRD02008,2021-09-22,1,651.65
USR00949,PRD02170,2025-10-31,3,1196.29
USR00949,PRD00140,2024-03-18,1,1216.26
USR00949,PRD01345,2023-05-02,1,472.59
USR00742,PRD01994,2024-08-13,2,1700.06
USR00742,PRD00114,2023-01-13,1,1343.89
USR00742,PRD01414,2021-05-26,2,162.63
USR00742,PRD00431,2021-05-28,2,1253.6
USR01460,PRD02795,2024-05-11,4,2375.31
USR01460,PRD00687,2024-09-22,2,338.43
USR01460,PRD01009,2022-10-13,4,2216.59
USR00834,PRD01085,2020-04-24,5,2021.03
USR00834,PRD02487,2023-10-14,3,1449.73
USR00834,PRD00393,2024-08-14,5,201.86
USR00834,PRD00514,2025-09-02,5,574.53
USR00834,PRD02603,2022-06-19,5,491.89
USR00158,PRD02521,2021-11-06,5,1179.03
USR00158,PRD01207,2025-11-18,4,2062.77
USR00158,PRD01661,2021-09-12,5,2403.98
USR00158,PRD01321,2022-08-16,5,648.67
USR00158,PRD02681,2022-06-20,1,1519.46
USR01305,PRD00488,2020-09-18,2,1454.33
USR01305,PRD00732,2025-05-20,4,707.21
USR01305,PRD01924,2025-04-18,5,1765.05
USR01305,PRD02487,2025-07-23,1,1449.73
USR01241,PRD01840,2022-08-04,1,120.36
USR01164,PRD00520,2024-11-04,1,1929.88
USR01164,PRD00847,2023-04-23,4,987.8
USR01164,PRD00594,2022-08-30,3,188.81
USR01164,PRD00484,2022-05-11,1,469.5
USR01164,PRD01993,2023-07-20,3,2065.1
USR00540,PRD01353,2022-11-30,3,68.42
USR00309,PRD00422,2024-06-04,3,652.39
USR00419,PRD00599,2020-12-21,4,2423.09
USR00640,PRD01854,2025-04-22,5,1580.94
USR00640,PRD02679,2023-11-06,5,611.13
USR00640,PRD02541,2023-11-01,3,1280.79
USR00640,PRD02694,2025-04-29,2,556.91
USR00146,PRD00527,2023-08-01,2,1888.77
USR00146,PRD01038,2025-08-04,1,166.36
USR00798,PRD00335,2020-07-11,3,1932.08
USR00798,PRD00160,2024-04-11,5,2389.87
USR00798,PRD02081,2024-03-27,4,962.78
USR00068,PRD00571,2025-09-05,2,1024.19
USR00068,PRD01684,2024-03-27,1,1375.46
USR00068,PRD01021,2024-03-28,3,840.13
USR01372,PRD00349,2020-08-06,4,751.63
USR01372,PRD00710,2024-05-14,3,319.97
USR00755,PRD01511,2023-12-20,2,663.78
USR00755,PRD00414,2020-04-15,4,1723.62
USR00755,PRD01778,2025-06-04,2,1176.71
USR00103,PRD00507,2024-02-27,2,231.15
USR00103,PRD02757,2024-05-11,3,1596.15
USR00103,PRD01724,2024-09-13,4,1644.88
USR00103,PRD02410,2022-05-09,3,1453.29
USR00158,PRD01850,2024-05-24,1,1740.02
USR00158,PRD02563,2021-12-15,5,1792.94
USR00158,PRD02925,2022-07-15,2,2249.66
USR00158,PRD02063,2022-03-10,4,69.45
USR00158,PRD00765,2025-12-28,1,1508.84
USR01343,PRD01127,2023-01-07,4,1241.04
USR01343,PRD02181,2020-11-07,3,697.22
USR01343,PRD02774,2020-07-04,1,1664.6
USR01343,PRD00828,2020-10-21,4,124.88
USR00999,PRD01995,2025-03-28,3,2236.14
USR00743,PRD02940,2023-11-26,4,1246.55
USR01052,PRD00424,2020-01-22,1,2119.02
USR01052,PRD00598,2023-01-25,2,399.41
USR00294,PRD02312,2024-02-23,2,2087.02
USR00294,PRD01714,2024-08-27,4,793.92
USR00294,PRD01862,2024-09-09,2,288.35
USR00368,PRD02302,2020-08-05,4,1299.37
USR00368,PRD01205,2022-06-12,3,1135.82
USR00368,PRD02855,2023-07-18,3,2204.63
USR00368,PRD00335,2024-10-12,1,1932.08
USR00192,PRD00444,2022-01-10,3,1369.84
USR00192,PRD01354,2022-02-28,1,754.4
USR00192,PRD01919,2020-04-12,5,430.48
USR00192,PRD02987,2021-09-22,3,1597.59
USR00192,PRD02823,2023-10-21,5,1866.97
USR01172,PRD01127,2023-08-16,5,1241.04
USR01172,PRD00564,2024-03-02,5,504.35
USR00493,PRD01732,2025-05-23,3,1625.79
USR00493,PRD00513,2020-12-19,3,1187.63
USR00493,PRD00631,2025-05-30,2,45.63
USR00493,PRD01019,2023-03-17,2,528.12
USR00493,PRD02761,2024-07-12,4,2432.87
USR01013,PRD02841,2022-03-02,2,661.8
USR01013,PRD02400,2021-09-07,5,2386.87
USR01013,PRD02702,2023-11-15,5,1903.57
USR01013,PRD02039,2021-04-24,1,630.25
USR01115,PRD02449,2023-02-17,4,936.92
USR01115,PRD01154,2024-08-06,3,2282.7
USR00432,PRD01003,2025-02-13,5,357.78
USR00432,PRD01238,2023-06-21,1,1048.76
USR00432,PRD01066,2025-02-06,1,217.89
USR00432,PRD00978,2020-08-12,3,2162.97
USR00432,PRD00624,2021-09-07,4,1602.58
USR00136,PRD02005,2022-04-14,1,1638.46
USR00410,PRD02059,2025-03-25,5,1656.08
USR00410,PRD02398,2024-01-30,3,2002.89
USR00410,PRD01073,2024-07-04,2,2114.66
USR00427,PRD00518,2021-03-16,1,2200.6
USR00427,PRD00979,2020-06-15,4,180.0
USR00427,PRD01767,2022-10-22,4,1112.04
USR00427,PRD02748,2022-01-22,3,2080.39
USR00522,PRD01564,2023-02-12,5,505.19
USR00750,PRD02335,2022-12-05,4,1885.11
USR00750,PRD01790,2024-07-17,2,1964.77
USR00750,PRD01026,2021-06-01,1,880.65
USR00994,PRD00600,2023-05-30,3,2029.24
USR00994,PRD01182,2021-01-05,4,1138.23
USR00994,PRD02203,2024-10-10,3,655.28
USR00994,PRD02505,2025-08-03,2,1676.92
USR01472,PRD02313,2023-01-18,2,2037.04
USR01472,PRD02398,2025-03-07,4,2002.89
USR01472,PRD01922,2023-02-02,1,99.93
USR01472,PRD02812,2025-12-12,4,394.72
USR01472,PRD02455,2024-01-04,3,129.09
USR01121,PRD02867,2022-08-01,1,624.59
USR01121,PRD01682,2024-04-26,2,869.16
USR00785,PRD00457,2020-06-27,2,742.61
USR00785,PRD00801,2022-12-23,3,187.01
USR00785,PRD00089,2025-09-07,5,571.54
USR00785,PRD01354,2022-04-07,5,754.4
USR00138,PRD00057,2021-04-04,2,99.56
USR00138,PRD01632,2025-10-02,5,1443.49
USR00138,PRD01771,2021-07-16,1,2192.47
USR00138,PRD02305,2020-09-27,1,1926.51
USR00174,PRD00117,2021-03-12,3,2079.95
USR00174,PRD02416,2021-05-14,5,923.56
USR00174,PRD00353,2023-05-06,4,373.78
USR00483,PRD00885,2025-10-24,4,605.04
USR00483,PRD00951,2024-03-07,3,2347.98
USR00483,PRD02463,2020-05-10,5,878.94
USR00483,PRD02822,2024-09-30,4,675.85
USR00483,PRD02398,2021-03-04,2,2002.89
USR01393,PRD00194,2024-11-29,5,2011.43
USR01393,PRD00877,2024-10-11,5,474.29
USR01393,PRD01662,2022-10-15,4,1228.03
USR01393,PRD00286,2022-11-03,2,549.82
USR00649,PRD02230,2023-02-24,2,559.09
USR00649,PRD01931,2020-04-05,2,604.54
USR00649,PRD01425,2024-07-28,5,2458.69
USR00649,PRD02702,2020-06-01,5,1903.57
USR01351,PRD00564,2025-11-20,2,504.35
USR01351,PRD01378,2021-12-30,4,542.65
USR01351,PRD01246,2023-06-25,5,1772.33
USR00925,PRD01702,2025-04-09,5,2155.39
USR01159,PRD02859,2021-06-25,4,1731.14
USR01159,PRD01364,2021-08-01,3,601.85
USR01159,PRD02330,2021-11-04,3,2354.61
USR01159,PRD02281,2025-07-24,3,173.22
USR01159,PRD00701,2025-12-20,1,326.54
USR00322,PRD01904,2022-04-20,3,1455.36
USR00322,PRD01496,2020-03-25,1,1699.81
USR00462,PRD02885,2020-12-07,3,1741.58
USR00462,PRD00489,2025-01-01,1,988.32
USR00462,PRD00271,2021-12-18,5,2080.08
USR00657,PRD01901,2022-01-13,1,2349.73
USR00657,PRD02640,2022-04-07,5,2200.19
USR00657,PRD00687,2020-09-12,4,338.43
USR00657,PRD01540,2025-09-28,4,835.25
USR00657,PRD02340,2023-12-12,2,1148.44
USR01383,PRD01744,2023-11-21,5,1172.13
USR01383,PRD02412,2022-07-08,5,1508.81
USR01383,PRD01532,2021-10-25,4,907.97
USR01383,PRD02809,2025-05-17,2,1495.55
USR00495,PRD00907,2025-07-26,3,1087.09
USR00495,PRD02892,2025-03-25,5,1837.79
USR00495,PRD00446,2025-04-24,1,1673.88
USR00495,PRD00760,2020-05-14,1,2179.61
USR01471,PRD01718,2023-12-31,1,1950.17
USR01471,PRD02029,2024-03-05,5,1533.15
USR01471,PRD01269,2020-07-24,3,1913.62
USR01471,PRD00246,2022-05-10,4,407.97
USR00656,PRD00980,2025-03-19,3,1257.15
USR00656,PRD00370,2021-01-08,3,2178.57
USR00656,PRD02392,2020-11-04,4,1679.58
USR00656,PRD02143,2024-04-13,2,443.76
USR01418,PRD01579,2021-08-08,1,314.19
USR01418,PRD02813,2023-06-14,5,1307.5
USR01418,PRD01723,2025-04-20,2,1733.88
USR01142,PRD00202,2024-10-17,5,1250.95
USR01142,PRD02132,2024-07-29,4,1467.5
USR01142,PRD00610,2023-07-18,2,1594.88
USR00151,PRD00155,2020-02-01,4,2377.85
USR00151,PRD01549,2023-10-18,1,677.63
USR00151,PRD01274,2022-03-31,4,2318.29
USR00632,PRD02345,2022-12-31,4,495.38
USR00632,PRD00335,2025-05-22,4,1932.08
USR00632,PRD02644,2023-12-27,1,594.18
USR00915,PRD02853,2024-12-02,4,1138.74
USR00915,PRD01486,2022-10-27,2,2054.69
USR00915,PRD02630,2023-04-06,2,2218.94
USR00915,PRD02183,2023-09-02,3,867.35
USR00387,PRD02434,2020-11-10,3,972.31
USR01261,PRD01377,2020-08-12,4,1241.22
USR01261,PRD02448,2021-03-17,3,2054.25
USR01261,PRD01755,2023-12-31,2,1749.53
USR01261,PRD00008,2022-10-26,2,2298.51
USR01285,PRD01707,2023-10-24,5,2228.6
USR00428,PRD01817,2024-01-18,4,1172.8
USR00428,PRD00549,2023-11-28,2,226.6
USR00428,PRD02396,2022-10-26,1,2140.42
USR00107,PRD02352,2023-10-01,5,1433.05
USR00107,PRD02878,2024-08-26,4,453.41
USR00308,PRD02566,2021-07-11,3,2037.81
USR00308,PRD00145,2022-05-26,5,1406.63
USR00308,PRD02083,2021-12-18,1,2284.15
USR00308,PRD02146,2020-10-11,2,978.22
USR00700,PRD02708,2025-02-08,5,1785.14
USR00700,PRD02999,2021-02-05,2,86.85
USR00700,PRD02584,2023-01-31,3,1327.56
USR00700,PRD00059,2020-02-23,3,2381.6
USR00700,PRD02780,2021-02-28,2,54.5
USR00319,PRD01240,2025-10-28,5,1919.96
USR00319,PRD01391,2024-04-25,3,581.01
USR01244,PRD02695,2022-11-19,5,530.93
USR01244,PRD01128,2022-02-16,2,1535.39
USR01244,PRD00785,2023-11-13,4,1539.27
USR01244,PRD00172,2025-04-06,4,2284.24
USR01244,PRD02075,2020-11-01,4,28.13
USR00048,PRD01363,2024-07-22,3,1185.11
USR00880,PRD02375,2020-11-07,5,378.42
USR01002,PRD02831,2025-08-02,1,708.12
USR01002,PRD02788,2020-03-01,3,1700.91
USR00621,PRD01931,2021-08-15,1,604.54
USR01276,PRD00120,2025-04-16,4,443.44
USR01276,PRD00634,2022-01-02,2,972.89
USR01276,PRD02700,2025-08-09,2,682.2
USR01276,PRD02680,2021-07-25,3,2200.43
USR01276,PRD02083,2020-08-13,4,2284.15
USR00131,PRD01520,2021-07-01,1,1566.67
USR00131,PRD02911,2022-11-20,4,2467.32
USR01161,PRD02270,2024-01-10,5,657.97
USR00427,PRD01016,2023-10-25,1,1473.37
USR01455,PRD01538,2023-03-27,1,2268.28
USR01455,PRD02961,2024-11-14,5,324.9
