sellerId,productId,listedAt,sellerPrice,isActive
SEL0013,PRD00223,2023-07-11,230.88,false
SEL0068,PRD00224,2024-01-13,1836.61,true
SEL0075,PRD00225,2020-11-23,337.13,true
SEL0040,PRD00226,2024-06-05,613.61,false
SEL0064,PRD00227,2023-02-01,2025.89,false
SEL0030,PRD00228,2021-02-01,780.27,true
SEL0050,PRD00229,2022-02-14,1854.06,false
SEL0055,PRD00230,2024-02-15,1962.06,true
SEL0079,PRD00231,2021-03-01,1807.07,true
SEL0095,PRD00232,2022-09-26,1021.85,true
SEL0031,PRD00233,2022-10-31,1689.75,false
SEL0038,PRD00234,2024-10-01,2045.45,true
SEL0030,PRD00235,2022-11-05,2310.76,true
SEL0068,PRD00236,2022-11-27,682.22,true
SEL0087,PRD00237,2022-07-12,1079.24,true
SEL0095,PRD00238,2024-03-29,328.72,true
SEL0033,PRD00239,2020-12-01,304.2,true
SEL0082,PRD00240,2022-11-14,123.11,false
SEL0081,PRD00241,2021-06-04,1133.9,true
SEL0075,PRD00242,2021-06-29,963.41,true
SEL0045,PRD00243,2024-05-08,1676.91,false
SEL0076,PRD00244,2023-08-21,543.09,true
SEL0001,PRD00245,2024-12-01,1325.63,false
SEL0007,PRD00246,2023-01-02,370.1,false
SEL0048,PRD00247,2024-06-07,2471.12,true
SEL0074,PRD00248,2021-04-14,1985.62,true
SEL0099,PRD00249,2022-02-08,2350.21,false
SEL0002,PRD00250,2020-02-29,739.72,true
SEL0024,PRD00251,2022-09-08,1647.25,true
SEL0078,PRD00252,2022-04-22,1214.4,true
SEL0038,PRD00253,2024-02-17,798.09,true
SEL0081,PRD00254,2021-02-07,119.96,true
SEL0098,PRD00255,2022-11-18,149.91,true
SEL0094,PRD00256,2022-01-21,798.37,false
SEL0030,PRD00257,2021-05-30,2375.78,true
SEL0089,PRD00258,2022-03-04,995.98,true
SEL0033,PRD00259,2024-05-17,2574.11,false
SEL0084,PRD00260,2023-09-24,1807.37,true
SEL0045,PRD00261,2023-07-14,1905.13,true
SEL0033,PRD00262,2021-12-13,1775.0,true
SEL0048,PRD00263,2022-11-20,1992.08,true
SEL0075,PRD00264,2020-08-08,1028.31,true
SEL0072,PRD00265,2022-07-06,1505.84,true
SEL0013,PRD00266,2023-08-25,593.58,true
SEL0013,PRD00267,2024-05-05,2112.3,true
SEL0067,PRD00268,2024-12-25,712.66,false
SEL0077,PRD00269,2024-02-02,526.36,false
SEL0009,PRD00270,2023-01-30,2035.11,true
SEL0050,PRD00271,2021-10-22,2253.36,true
SEL0034,PRD00272,2020-07-31,961.7,false
SEL0098,PRD00273,2021-10-01,517.88,true
SEL0004,PRD00274,2021-10-31,1216.59,true
SEL0017,PRD00275,2022-04-22,340.61,true
SEL0055,PRD00276,2021-03-22,2445.04,true
SEL0024,PRD00277,2024-04-21,2392.83,false
SEL0070,PRD00278,2024-02-17,360.86,true
SEL0043,PRD00279,2022-09-11,392.74,false
SEL0051,PRD00280,2022-07-31,2083.52,false
SEL0100,PRD00281,2020-02-27,1201.05,true
SEL0013,PRD00282,2020-08-15,2030.25,true
SEL0036,PRD00283,2021-10-20,1652.7,true
SEL0046,PRD00284,2024-12-06,775.59,true
SEL0034,PRD00285,2023-11-12,386.53,true
SEL0009,PRD00286,2023-05-09,576.53,true
SEL0089,PRD00287,2020-11-20,2109.33,false
SEL0019,PRD00288,2024-06-05,1791.05,true
SEL0066,PRD00289,2020-10-21,1622.2,false
SEL0015,PRD00290,2020-02-26,927.29,false
SEL0002,PRD00291,2020-12-02,1273.8,true
SEL0036,PRD00292,2022-07-01,709.81,true
SEL0020,PRD00293,2022-10-02,491.6,true
SEL0017,PRD00294,2021-07-12,1775.28,false
SEL0041,PRD00295,2023-01-11,1942.14,true
SEL0014,PRD00296,2022-05-22,110.57,false
SEL0096,PRD00297,2023-06-12,2394.46,false
SEL0009,PRD00298,2022-10-28,1276.46,true
SEL0035,PRD00299,2023-10-03,181.03,false
SEL0057,PRD00300,2022-08-11,909.0,false
SEL0026,PRD00301,2020-08-26,1770.53,true
SEL0068,PRD00302,2020-04-13,2312.56,false
SEL0019,PRD00303,2023-08-25,2394.15,false
SEL0066,PRD00304,2024-03-18,478.06,true
SEL0012,PRD00305,2022-11-27,2004.3,true
SEL0073,PRD00306,2020-12-03,1964.94,true
SEL0099,PRD00307,2024-04-26,1724.02,true
SEL0005,PRD00308,2024-09-10,818.97,true
SEL0086,PRD00309,2022-11-16,1717.4,true
SEL0043,PRD00310,2023-09-17,850.51,false
SEL0037,PRD00311,2023-07-22,1182.32,true
SEL0083,PRD00312,2021-09-17,1110.73,true
SEL0100,PRD00313,2023-01-28,674.09,true
SEL0039,PRD00314,2023-06-05,566.55,true
SEL0079,PRD00315,2021-01-01,2068.76,false
SEL0060,PRD00316,2023-10-03,100.96,false
SEL0041,PRD00317,2021-04-10,978.36,false
SEL0053,PRD00318,2023-02-21,677.73,true
SEL0044,PRD00319,2023-08-14,117.11,true
SEL0087,PRD00320,2021-09-20,2515.5,true
SEL0096,PRD00321,2024-12-23,1029.43,true
SEL0025,PRD00322,2024-07-02,385.98,false
SEL0085,PRD00323,2021-09-12,757.03,true
SEL0077,PRD00324,2023-07-25,671.91,true
SEL0072,PRD00325,2023-03-14,338.14,true
SEL0004,PRD00326,2022-12-02,308.41,false
SEL0030,PRD00327,2021-12-31,812.27,true
SEL0074,PRD00328,2020-09-18,397.88,false
SEL0086,PRD00329,2022-11-04,841.73,true
SEL0091,PRD00330,2021-07-19,2550.84,true
SEL0073,PRD00331,2022-06-06,1479.19,true
SEL0002,PRD00332,2024-06-05,490.29,true
SEL0087,PRD00333,2024-12-18,1259.56,true
SEL0005,PRD00334,2020-09-03,1565.81,false
SEL0021,PRD00335,2021-08-08,1944.98,true
SEL0020,PRD00336,2020-05-14,797.25,true
SEL0020,PRD00337,2021-12-23,80.67,true
SEL0038,PRD00338,2021-03-24,2096.16,true
SEL0079,PRD00339,2020-11-15,956.28,true
SEL0055,PRD00340,2022-05-07,1936.35,true
SEL0047,PRD00341,2022-04-29,2275.87,false
SEL0064,PRD00342,2020-04-20,252.82,false
SEL0007,PRD00343,2022-06-19,1855.42,true
SEL0073,PRD00344,2022-02-06,325.56,true
SEL0062,PRD00345,2024-05-10,2379.84,true
SEL0065,PRD00346,2024-12-08,718.31,true
SEL0044,PRD00347,2024-05-06,886.84,true
SEL0089,PRD00348,2021-02-25,1176.67,true
SEL0061,PRD00349,2023-08-18,821.24,true
SEL0090,PRD00350,2023-08-08,1311.21,true
SEL0089,PRD00351,2020-05-08,1359.5,false
SEL0070,PRD00352,2020-06-14,2275.5,false
SEL0043,PRD00353,2024-06-19,383.58,true
SEL0047,PRD00354,2023-01-31,1950.84,true
SEL0068,PRD00355,2023-07-15,2101.34,true
SEL0031,PRD00356,2023-05-17,2279.92,true
SEL0008,PRD00357,2022-10-28,117.29,true
SEL0074,PRD00358,2022-01-15,838.51,true
SEL0052,PRD00359,2024-08-24,1391.45,true
SEL0002,PRD00360,2020-04-10,582.81,true
SEL0063,PRD00361,2023-12-18,1237.16,true
SEL0006,PRD00362,2022-06-08,925.67,false
SEL0067,PRD00363,2021-11-25,2507.77,true
SEL0008,PRD00364,2021-01-31,2572.11,true
SEL0070,PRD00365,2022-05-03,2565.6,true
SEL0039,PRD00366,2022-05-16,2677.51,true
SEL0007,PRD00367,2020-10-17,1338.03,false
SEL0082,PRD00368,2021-08-23,1781.65,false
SEL0065,PRD00369,2021-02-01,661.56,false
SEL0018,PRD00370,2021-04-30,2020.98,true
SEL0061,PRD00371,2020-01-09,2554.13,true
SEL0051,PRD00372,2023-11-04,1337.46,true
SEL0053,PRD00373,2023-12-15,580.78,true
SEL0080,PRD00374,2020-09-20,1515.7,true
SEL0030,PRD00375,2022-03-05,620.74,true
SEL0030,PRD00376,2021-08-15,1694.68,true
SEL0033,PRD00377,2024-01-05,1772.42,false
SEL0056,PRD00378,2021-04-14,1411.92,false
SEL0017,PRD00379,2022-10-25,1727.08,true
SEL0026,PRD00380,2020-09-02,489.88,true
SEL0025,PRD00381,2022-01-16,2170.31,true
SEL0095,PRD00382,2021-12-16,39.54,true
SEL0087,PRD00383,2022-05-27,809.75,true
SEL0058,PRD00384,2022-12-11,559.73,true
SEL0039,PRD00385,2021-11-09,655.98,true
SEL0078,PRD00386,2022-12-02,489.57,true
SEL0093,PRD00387,2021-03-19,102.89,true
SEL0063,PRD00388,2020-10-31,753.79,true
SEL0071,PRD00389,2022-11-28,1960.06,true
SEL0080,PRD00390,2021-01-09,2305.43,false
SEL0041,PRD00391,2021-09-19,2103.78,true
SEL0068,PRD00392,2022-08-25,1409.16,true
SEL0037,PRD00393,2024-07-08,195.88,true
SEL0089,PRD00394,2021-08-31,2421.44,true
SEL0025,PRD00395,2021-01-09,263.12,true
SEL0026,PRD00396,2022-05-12,1376.0,true
SEL0062,PRD00397,2020-03-11,743.83,true
SEL0093,PRD00398,2023-08-05,1395.84,true
SEL0036,PRD00399,2023-10-13,2161.55,false
SEL0013,PRD00400,2022-08-24,1410.66,false
SEL0066,PRD00401,2023-03-03,803.95,true
SEL0095,PRD00402,2021-02-21,2322.44,true
SEL0001,PRD00403,2021-07-19,1522.51,true
SEL0097,PRD00404,2021-09-14,13.19,true
SEL0018,PRD00405,2022-10-13,69.98,true
SEL0060,PRD00406,2021-03-15,1876.67,true
SEL0051,PRD00407,2024-10-04,1355.77,true
SEL0026,PRD00408,2022-07-12,2085.65,true
SEL0036,PRD00409,2023-03-12,1838.14,true
SEL0021,PRD00410,2020-11-21,2002.04,true
SEL0010,PRD00411,2021-08-17,857.83,true
SEL0054,PRD00412,2023-05-08,631.26,true
SEL0008,PRD00413,2023-04-02,2236.8,true
SEL0045,PRD00414,2024-01-11,1898.81,true
SEL0031,PRD00415,2024-11-03,47.34,true
SEL0018,PRD00416,2023-05-16,2395.52,true
SEL0066,PRD00417,2023-03-25,545.3,false
SEL0003,PRD00418,2022-06-10,386.48,true
SEL0010,PRD00419,2021-02-24,1880.64,false
SEL0035,PRD00420,2023-02-09,999.51,false
SEL0072,PRD00421,2024-07-17,1451.99,true
SEL0063,PRD00422,2022-02-17,686.41,true
SEL0051,PRD00423,2020-05-21,1690.35,true
SEL0015,PRD00424,2023-01-22,2388.06,true
SEL0086,PRD00425,2021-09-06,2332.27,true
SEL0004,PRD00426,2021-11-01,825.12,true
SEL0014,PRD00427,2021-11-13,2261.09,true
SEL0053,PRD00428,2024-04-08,772.42,true
SEL0054,PRD00429,2023-07-21,1809.91,true
SEL0060,PRD00430,2020-01-22,416.71,true
SEL0003,PRD00431,2023-09-07,1241.69,true
SEL0099,PRD00432,2023-05-12,2003.13,true
SEL0080,PRD00433,2023-07-11,773.79,false
SEL0020,PRD00434,2023-02-12,875.78,false
SEL0062,PRD00435,2024-03-08,932.4,true
SEL0061,PRD00436,2023-03-28,1393.42,true
SEL0010,PRD00437,2024-05-23,648.02,true
SEL0047,PRD00438,2024-02-19,1907.06,true
SEL0096,PRD00439,2020-05-11,2180.42,true
SEL0096,PRD00440,2021-05-14,1894.85,true
SEL0067,PRD00441,2022-12-30,1437.0,false
SEL0001,PRD00442,2020-03-24,2557.79,true
SEL0014,PRD00443,2024-10-07,1342.01,false
SEL0071,PRD00444,2024-05-26,1279.88,false
SEL0094,PRD00445,2021-12-23,2240.53,true
SEL0076,PRD00446,2023-10-12,1924.41,false
SEL0024,PRD00447,2023-07-22,1197.53,true
SEL0007,PRD00448,2023-11-07,1858.83,true
SEL0061,PRD00449,2024-08-24,568.32,true
SEL0049,PRD00450,2021-10-10,1613.12,true
SEL0013,PRD00451,2024-03-02,2510.8,true
SEL0005,PRD00452,2024-02-08,1027.15,true
SEL0021,PRD00453,2020-12-02,530.15,true
SEL0052,PRD00454,2020-12-30,1112.72,false
SEL0063,PRD00455,2020-12-18,2031.33,true
SEL0054,PRD00456,2024-05-16,789.22,true
SEL0092,PRD00457,2020-06-17,802.68,true
SEL0024,PRD00458,2024-10-21,170.61,true
SEL0077,PRD00459,2022-04-05,1265.09,true
SEL0023,PRD00460,2022-06-11,1899.2,true
SEL0099,PRD00461,2023-02-19,373.84,true
SEL0045,PRD00462,2020-08-07,1188.65,true
SEL0022,PRD00463,2024-03-02,2376.15,true
SEL0090,PRD00464,2024-05-23,554.34,true
SEL0075,PRD00465,2023-08-14,1571.38,true
SEL0060,PRD00466,2022-12-23,1871.62,true
SEL0054,PRD00467,2022-12-23,1800.16,true
SEL0003,PRD00468,2021-10-28,1598.76,true
SEL0042,PRD00469,2020-10-10,1773.93,true
SEL0009,PRD00470,2023-07-24,419.36,true
SEL0024,PRD00471,2021-05-15,2344.7,false
SEL0028,PRD00472,2022-12-11,298.62,true
SEL0010,PRD00473,2023-07-13,23.03,true
SEL0018,PRD00474,2021-06-24,491.26,false
SEL0045,PRD00475,2020-09-18,1324.05,true
SEL0008,PRD00476,2020-06-07,1325.89,true
SEL0043,PRD00477,2020-12-31,2432.3,true
SEL0093,PRD00478,2021-12-13,2576.91,true
SEL0076,PRD00479,2023-03-26,750.72,false
SEL0015,PRD00480,2021-10-20,2110.2,true
SEL0081,PRD00481,2020-09-09,912.41,true
SEL0042,PRD00482,2020-02-17,709.56,true
SEL0014,PRD00483,2020-12-05,2085.97,true
SEL0008,PRD00484,2024-09-14,431.45,true
SEL0065,PRD00485,2022-07-22,1485.92,true
SEL0008,PRD00486,2022-12-03,20.2,false
SEL0006,PRD00487,2021-02-03,300.21,false
SEL0032,PRD00488,2023-02-16,1311.91,true
SEL0037,PRD00489,2023-05-24,1125.31,false
SEL0014,PRD00490,2023-05-14,1724.58,true
SEL0048,PRD00491,2020-08-14,144.94,true
SEL0049,PRD00492,2023-12-13,631.68,true
SEL0064,PRD00493,2021-10-13,183.42,true
SEL0006,PRD00494,2023-03-05,1448.38,true
SEL0038,PRD00495,2023-01-09,2310.69,true
SEL0077,PRD00496,2020-05-13,1241.25,false
SEL0043,PRD00497,2024-11-28,401.65,false
SEL0096,PRD00498,2021-01-13,664.09,false
SEL0079,PRD00499,2023-06-18,1319.67,true
SEL0024,PRD00500,2024-04-15,1307.23,true
SEL0094,PRD00501,2023-09-14,1168.2,false
SEL0044,PRD00502,2020-01-28,940.52,true
SEL0062,PRD00503,2023-02-01,411.22,false
SEL0025,PRD00504,2023-08-17,992.06,true
SEL0005,PRD00505,2023-07-15,232.43,true
SEL0068,PRD00506,2021-11-08,908.36,true
SEL0013,PRD00507,2023-01-21,229.48,false
SEL0061,PRD00508,2020-06-22,1542.54,true
SEL0057,PRD00509,2024-09-23,2438.25,false
SEL0055,PRD00510,2022-06-06,1734.13,false
SEL0010,PRD00511,2020-04-29,378.88,false
SEL0014,PRD00512,2020-03-10,2343.57,true
SEL0032,PRD00513,2020-02-12,1209.24,true
SEL0030,PRD00514,2023-02-24,573.17,true
SEL0065,PRD00515,2020-05-14,1928.9,false
SEL0069,PRD00516,2020-02-13,790.15,false
SEL0084,PRD00517,2024-10-11,2473.68,true
SEL0055,PRD00518,2023-05-23,1980.91,true
SEL0032,PRD00519,2021-06-17,812.08,true
SEL0041,PRD00520,2020-05-04,2097.04,true
SEL0068,PRD00521,2020-07-22,1084.57,true
SEL0031,PRD00522,2024-04-11,1804.2,true
SEL0053,PRD00523,2024-03-06,893.55,false
SEL0052,PRD00524,2020-12-23,592.04,true
SEL0077,PRD00525,2021-12-05,119.68,true
SEL0092,PRD00526,2024-08-15,1096.13,true
SEL0025,PRD00527,2021-07-26,2131.54,true
SEL0011,PRD00528,2021-10-15,2108.55,true
SEL0074,PRD00529,2024-02-26,859.55,true
SEL0060,PRD00530,2022-08-02,89.56,false
SEL0012,PRD00531,2021-01-24,986.33,false
SEL0016,PRD00532,2024-07-15,1026.74,true
SEL0011,PRD00533,2021-02-23,1178.62,true
SEL0087,PRD00534,2023-07-05,1923.32,false
SEL0009,PRD00535,2024-06-28,2409.3,false
SEL0085,PRD00536,2023-05-25,1161.43,true
SEL0074,PRD00537,2024-10-14,968.57,true
SEL0100,PRD00538,2022-07-12,1916.17,true
SEL0041,PRD00539,2023-02-09,1117.56,true
SEL0078,PRD00540,2023-08-06,1619.09,false
SEL0024,PRD00541,2023-07-21,884.7,true
SEL0053,PRD00542,2023-12-14,919.17,false
SEL0001,PRD00543,2021-11-15,1308.61,true
SEL0054,PRD00544,2022-11-24,2300.38,true
SEL0047,PRD00545,2024-02-26,818.52,true
