productId,categoryId,assignedAt,isPrimary,rank
PRD00062,CAT0013,2019-10-01,true,1
PRD00063,CAT0013,2021-12-19,true,1
PRD00063,CAT0006,2023-10-03,false,4
PRD00064,CAT0013,2022-05-16,true,1
PRD00065,CAT0013,2023-09-28,true,1
PRD00065,CAT0096,2021-08-15,false,2
PRD00066,CAT0013,2023-09-21,true,1
PRD00067,CAT0013,2024-02-14,true,1
PRD00068,CAT0013,2021-06-08,true,1
PRD00069,CAT0013,2019-07-17,true,1
PRD00070,CAT0013,2023-07-12,true,1
PRD00071,CAT0013,2023-07-06,true,1
PRD00072,CAT0013,2020-09-13,true,1
PRD00073,CAT0013,2022-05-03,true,1
PRD00073,CAT0062,2021-03-01,false,4
PRD00074,CAT0013,2024-05-23,true,1
PRD00075,CAT0013,2024-07-15,true,1
PRD00075,CAT0089,2020-09-26,false,2
PRD00076,CAT0013,2020-06-20,true,1
PRD00077,CAT0013,2019-08-28,true,1
PRD00078,CAT0013,2023-11-28,true,1
PRD00079,CAT0013,2023-11-20,true,1
PRD00079,CAT0011,2024-09-22,false,2
PRD00080,CAT0013,2020-02-26,true,1
PRD00081,CAT0013,2020-08-22,true,1
PRD00082,CAT0013,2023-09-10,true,1
PRD00083,CAT0013,2021-04-25,true,1
PRD00084,CAT0013,2021-07-26,true,1
PRD00085,CAT0014,2023-09-15,true,1
PRD00085,CAT0119,2025-01-06,false,3
PRD00086,CAT0014,2023-09-03,true,1
PRD00087,CAT0014,2024-08-30,true,1
PRD00087,CAT0053,2021-06-04,false,5
PRD00088,CAT0014,2020-02-08,true,1
PRD00088,CAT0067,2021-07-13,false,5
PRD00089,CAT0014,2019-01-23,true,1
PRD00089,CAT0033,2022-05-25,false,3
PRD00090,CAT0014,2020-06-27,true,1
PRD00091,CAT0014,2019-08-24,true,1
PRD00091,CAT0084,2022-07-01,false,2
PRD00092,CAT0014,2022-02-02,true,1
PRD00093,CAT0014,2023-06-23,true,1
PRD00094,CAT0014,2022-06-19,true,1
PRD00094,CAT0117,2021-01-19,false,4
PRD00095,CAT0014,2021-06-20,true,1
PRD00095,CAT0020,2023-10-25,false,5
PRD00096,CAT0014,2022-04-23,true,1
PRD00097,CAT0014,2021-06-19,true,1
PRD00098,CAT0014,2023-08-26,true,1
PRD00098,CAT0118,2023-10-22,false,3
PRD00099,CAT0014,2020-03-12,true,1
PRD00100,CAT0014,2021-11-25,true,1
PRD00101,CAT0014,2021-08-27,true,1
PRD00101,CAT0074,2021-09-09,false,2
PRD00102,CAT0014,2022-11-12,true,1
PRD00102,CAT0107,2022-11-03,false,4
PRD00103,CAT0014,2024-11-03,true,1
PRD00104,CAT0014,2019-09-16,true,1
PRD00105,CAT0014,2021-03-06,true,1
PRD00106,CAT0014,2021-05-07,true,1
PRD00107,CAT0014,2021-04-29,true,1
PRD00108,CAT0014,2020-10-21,true,1
PRD00108,CAT0012,2025-03-25,false,2
PRD00109,CAT0014,2020-01-27,true,1
PRD00110,CAT0014,2019-12-09,true,1
PRD00111,CAT0014,2022-10-01,true,1
PRD00112,CAT0014,2021-12-12,true,1
PRD00113,CAT0014,2019-12-25,true,1
PRD00114,CAT0014,2023-02-15,true,1
PRD00114,CAT0027,2022-02-19,false,3
PRD00115,CAT0014,2022-04-04,true,1
PRD00115,CAT0020,2025-04-05,false,2
PRD00116,CAT0014,2022-05-30,true,1
PRD00117,CAT0015,2022-11-01,true,1
PRD00118,CAT0015,2024-04-23,true,1
PRD00119,CAT0015,2023-05-10,true,1
PRD00120,CAT0015,2023-03-24,true,1
PRD00120,CAT0052,2024-08-10,false,5
PRD00121,CAT0015,2020-02-27,true,1
PRD00121,CAT0032,2021-07-12,false,2
PRD00122,CAT0015,2021-07-23,true,1
PRD00123,CAT0015,2023-02-11,true,1
PRD00124,CAT0015,2024-05-18,true,1
PRD00125,CAT0015,2020-05-15,true,1
PRD00126,CAT0015,2023-12-26,true,1
PRD00127,CAT0015,2022-11-12,true,1
PRD00128,CAT0015,2020-12-08,true,1
PRD00128,CAT0002,2020-07-12,false,3
PRD00129,CAT0015,2021-01-27,true,1
PRD00130,CAT0015,2020-12-31,true,1
PRD00130,CAT0116,2021-01-10,false,5
PRD00131,CAT0015,2023-04-27,true,1
PRD00132,CAT0015,2021-06-08,true,1
PRD00133,CAT0015,2021-02-27,true,1
PRD00134,CAT0015,2022-12-27,true,1
PRD00135,CAT0015,2024-01-24,true,1
PRD00136,CAT0015,2020-10-16,true,1
PRD00137,CAT0015,2019-09-28,true,1
PRD00137,CAT0035,2021-10-24,false,5
PRD00138,CAT0015,2019-02-05,true,1
PRD00139,CAT0015,2021-05-19,true,1
PRD00140,CAT0015,2023-09-24,true,1
PRD00141,CAT0015,2023-10-24,true,1
PRD00142,CAT0016,2020-05-29,true,1
PRD00142,CAT0030,2021-01-17,false,5
PRD00143,CAT0016,2021-10-02,true,1
PRD00143,CAT0020,2020-06-13,false,2
PRD00144,CAT0016,2019-05-07,true,1
PRD00145,CAT0016,2021-12-10,true,1
PRD00146,CAT0016,2019-07-16,true,1
PRD00147,CAT0016,2021-01-31,true,1
PRD00148,CAT0016,2019-07-11,true,1
PRD00149,CAT0016,2022-10-26,true,1
PRD00150,CAT0016,2023-09-07,true,1
PRD00151,CAT0016,2023-06-29,true,1
PRD00152,CAT0016,2019-12-31,true,1
PRD00152,CAT0092,2022-05-12,false,5
PRD00153,CAT0016,2021-01-13,true,1
PRD00153,CAT0059,2022-01-18,false,2
PRD00154,CAT0016,2020-11-13,true,1
PRD00155,CAT0016,2021-05-28,true,1
PRD00155,CAT0069,2025-12-05,false,2
PRD00156,CAT0016,2024-07-07,true,1
PRD00157,CAT0016,2023-08-04,true,1
PRD00158,CAT0016,2023-11-20,true,1
PRD00159,CAT0016,2024-04-21,true,1
PRD00160,CAT0016,2022-07-12,true,1
PRD00161,CAT0016,2022-12-14,true,1
PRD00162,CAT0016,2020-11-03,true,1
PRD00163,CAT0016,2020-02-14,true,1
PRD00164,CAT0016,2021-08-24,true,1
PRD00165,CAT0016,2020-11-11,true,1
PRD00166,CAT0016,2022-04-25,true,1
PRD00167,CAT0017,2021-08-26,true,1
PRD00168,CAT0017,2021-12-07,true,1
PRD00169,CAT0017,2019-09-27,true,1
PRD00170,CAT0017,2023-07-22,true,1
PRD00170,CAT0068,2025-03-21,false,2
PRD00171,CAT0017,2020-10-09,true,1
PRD00171,CAT0055,2022-12-27,false,4
PRD00172,CAT0017,2022-04-01,true,1
PRD00173,CAT0017,2022-05-22,true,1
PRD00174,CAT0017,2024-11-21,true,1
PRD00175,CAT0017,2023-06-07,true,1
PRD00176,CAT0017,2022-06-25,true,1
PRD00177,CAT0017,2022-09-07,true,1
PRD00177,CAT0068,2021-12-26,false,2
PRD00178,CAT0017,2023-02-16,true,1
PRD00179,CAT0017,2020-01-17,true,1
PRD00180,CAT0017,2023-04-04,true,1
PRD00181,CAT0017,2024-05-18,true,1
PRD00181,CAT0052,2020-12-15,false,4
PRD00182,CAT0017,2021-08-17,true,1
PRD00183,CAT0017,2020-06-15,true,1
PRD00184,CAT0017,2022-02-27,true,1
PRD00185,CAT0017,2020-04-17,true,1
PRD00186,CAT0017,2020-06-25,true,1
PRD00186,CAT0091,2023-08-14,false,4
PRD00187,CAT0017,2023-02-11,true,1
PRD00188,CAT0017,2020-08-26,true,1
PRD00189,CAT0017,2020-04-02,true,1
PRD00190,CAT0017,2023-12-14,true,1
PRD00190,CAT0003,2024-08-19,false,5
PRD00191,CAT0017,2023-12-13,true,1
PRD00192,CAT0017,2021-06-10,true,1
PRD00192,CAT0118,2020-04-18,false,3
PRD00193,CAT0017,2021-05-25,true,1
PRD00194,CAT0017,2023-06-07,true,1
PRD00194,CAT0123,2023-11-08,false,3
PRD00195,CAT0017,2020-04-19,true,1
PRD00196,CAT0017,2019-12-24,true,1
PRD00197,CAT0017,2021-02-18,true,1
PRD00198,CAT0017,2020-10-09,true,1
PRD00199,CAT0018,2019-12-10,true,1
PRD00200,CAT0018,2021-05-13,true,1
PRD00201,CAT0018,2022-08-05,true,1
PRD00201,CAT0061,2025-08-11,false,4
PRD00202,CAT0018,2024-12-19,true,1
PRD00203,CAT0018,2022-08-11,true,1
PRD00204,CAT0018,2023-01-27,true,1
PRD00204,CAT0031,2023-11-17,false,2
PRD00205,CAT0018,2019-12-21,true,1
PRD00206,CAT0018,2020-06-29,true,1
PRD00207,CAT0018,2024-08-19,true,1
PRD00208,CAT0018,2023-07-25,true,1
PRD00208,CAT0121,2024-05-27,false,3
PRD00209,CAT0018,2024-03-07,true,1
PRD00210,CAT0018,2020-12-26,true,1
PRD00211,CAT0018,2024-09-01,true,1
PRD00212,CAT0018,2022-06-03,true,1
PRD00213,CAT0018,2023-01-25,true,1
PRD00214,CAT0018,2022-12-08,true,1
PRD00214,CAT0069,2025-01-26,false,4
PRD00215,CAT0018,2021-04-13,true,1
PRD00216,CAT0018,2019-10-13,true,1
PRD00217,CAT0018,2023-04-26,true,1
PRD00218,CAT0018,2021-09-26,true,1
PRD00219,CAT0018,2022-08-09,true,1
PRD00220,CAT0018,2022-09-28,true,1
PRD00221,CAT0018,2020-01-01,true,1
PRD00221,CAT0037,2021-07-26,false,2
PRD00222,CAT0018,2024-11-04,true,1
PRD00223,CAT0018,2024-08-21,true,1
PRD00224,CAT0018,2020-02-15,true,1
PRD00224,CAT0033,2020-08-07,false,4
PRD00225,CAT0019,2021-09-30,true,1
PRD00225,CAT0060,2020-04-07,false,3
PRD00226,CAT0019,2021-01-29,true,1
PRD00226,CAT0011,2021-11-06,false,4
PRD00227,CAT0019,2019-10-10,true,1
PRD00228,CAT0019,2023-10-14,true,1
PRD00229,CAT0019,2023-12-02,true,1
PRD00229,CAT0104,2025-12-12,false,3
PRD00230,CAT0019,2020-10-12,true,1
PRD00231,CAT0019,2023-03-29,true,1
PRD00232,CAT0019,2024-01-11,true,1
PRD00233,CAT0019,2019-03-17,true,1
PRD00234,CAT0019,2024-05-23,true,1
PRD00235,CAT0019,2022-09-04,true,1
PRD00236,CAT0019,2022-04-17,true,1
PRD00237,CAT0019,2023-08-05,true,1
PRD00237,CAT0090,2020-03-15,false,2
PRD00238,CAT0019,2020-08-01,true,1
PRD00238,CAT0094,2023-09-23,false,3
PRD00239,CAT0019,2019-08-01,true,1
PRD00239,CAT0087,2022-06-27,false,4
PRD00240,CAT0019,2021-03-24,true,1
PRD00241,CAT0019,2021-11-24,true,1
PRD00242,CAT0019,2021-06-30,true,1
PRD00243,CAT0019,2023-10-12,true,1
PRD00244,CAT0019,2022-09-06,true,1
PRD00245,CAT0019,2022-05-07,true,1
PRD00246,CAT0019,2021-05-12,true,1
PRD00247,CAT0019,2022-01-02,true,1
PRD00248,CAT0019,2021-01-21,true,1
PRD00248,CAT0067,2023-09-15,false,5
PRD00249,CAT0019,2021-01-09,true,1
PRD00249,CAT0089,2024-03-15,false,4
PRD00250,CAT0019,2021-07-19,true,1
PRD00250,CAT0102,2023-08-21,false,4
PRD00251,CAT0019,2022-07-23,true,1
PRD00251,CAT0100,2023-03-13,false,4
PRD00252,CAT0019,2019-02-26,true,1
PRD00253,CAT0019,2024-11-11,true,1
PRD00254,CAT0019,2023-05-24,true,1
PRD00254,CAT0041,2021-09-01,false,4
PRD00255,CAT0019,2021-03-27,true,1
PRD00256,CAT0019,2020-09-05,true,1
PRD00257,CAT0019,2024-12-19,true,1
PRD00258,CAT0020,2023-07-23,true,1
PRD00259,CAT0020,2024-09-01,true,1
PRD00260,CAT0020,2019-03-01,true,1
PRD00260,CAT0103,2023-10-26,false,3
PRD00261,CAT0020,2024-12-11,true,1
PRD00262,CAT0020,2022-06-30,true,1
PRD00263,CAT0020,2019-05-12,true,1
PRD00264,CAT0020,2021-05-15,true,1
PRD00265,CAT0020,2023-10-08,true,1
PRD00265,CAT0066,2021-01-26,false,5
PRD00266,CAT0020,2021-08-14,true,1
PRD00267,CAT0020,2019-03-15,true,1
PRD00268,CAT0020,2020-10-25,true,1
PRD00269,CAT0020,2021-12-03,true,1
PRD00270,CAT0020,2019-04-30,true,1
PRD00270,CAT0090,2020-08-04,false,3
PRD00271,CAT0020,2022-04-18,true,1
PRD00272,CAT0020,2019-01-20,true,1
PRD00273,CAT0020,2023-12-18,true,1
PRD00274,CAT0020,2021-07-17,true,1
PRD00275,CAT0020,2023-12-19,true,1
PRD00276,CAT0020,2024-09-30,true,1
PRD00277,CAT0020,2019-07-13,true,1
PRD00278,CAT0020,2024-09-11,true,1
PRD00279,CAT0020,2020-02-15,true,1
PRD00280,CAT0020,2019-04-12,true,1
PRD00281,CAT0020,2021-12-22,true,1
PRD00281,CAT0076,2025-01-05,false,4
PRD00282,CAT0020,2019-06-30,true,1
PRD00283,CAT0020,2022-06-12,true,1
PRD00284,CAT0021,2020-03-03,true,1
PRD00285,CAT0021,2024-09-29,true,1
PRD00286,CAT0021,2024-10-23,true,1
PRD00287,CAT0021,2022-12-01,true,1
PRD00288,CAT0021,2019-11-14,true,1
PRD00289,CAT0021,2023-06-29,true,1
PRD00290,CAT0021,2020-10-19,true,1
PRD00290,CAT0030,2022-03-28,false,5
PRD00291,CAT0021,2019-05-19,true,1
PRD00292,CAT0021,2023-06-19,true,1
PRD00293,CAT0021,2022-02-28,true,1
PRD00294,CAT0021,2022-06-16,true,1
PRD00295,CAT0021,2023-07-12,true,1
PRD00296,CAT0021,2021-07-30,true,1
PRD00296,CAT0080,2025-04-12,false,2
PRD00297,CAT0021,2022-06-02,true,1
PRD00297,CAT0081,2022-01-31,false,4
PRD00298,CAT0021,2020-07-21,true,1
PRD00299,CAT0021,2023-04-06,true,1
PRD00300,CAT0021,2024-02-14,true,1
PRD00301,CAT0021,2023-11-11,true,1
PRD00302,CAT0021,2023-12-27,true,1
PRD00303,CAT0021,2023-07-30,true,1
PRD00304,CAT0021,2023-12-11,true,1
PRD00305,CAT0021,2023-09-13,true,1
PRD00305,CAT0114,2021-02-19,false,5
PRD00306,CAT0021,2022-04-29,true,1
PRD00306,CAT0018,2021-04-10,false,2
PRD00307,CAT0021,2023-07-17,true,1
PRD00308,CAT0021,2023-02-20,true,1
PRD00309,CAT0021,2023-03-02,true,1
PRD00310,CAT0021,2020-07-20,true,1
PRD00311,CAT0021,2024-07-17,true,1
PRD00311,CAT0127,2023-05-17,false,5
PRD00312,CAT0021,2020-11-02,true,1
PRD00313,CAT0021,2021-10-12,true,1
PRD00314,CAT0021,2021-04-15,true,1
PRD00314,CAT0023,2020-02-11,false,2
PRD00315,CAT0022,2019-12-02,true,1
PRD00315,CAT0052,2021-04-25,false,4
PRD00316,CAT0022,2019-10-04,true,1
PRD00317,CAT0022,2019-08-07,true,1
PRD00317,CAT0034,2020-07-05,false,2
PRD00318,CAT0022,2024-01-31,true,1
PRD00319,CAT0022,2024-03-29,true,1
PRD00320,CAT0022,2020-01-17,true,1
PRD00321,CAT0022,2024-04-29,true,1
PRD00322,CAT0022,2020-01-31,true,1
PRD00323,CAT0022,2022-01-27,true,1
PRD00324,CAT0022,2021-02-12,true,1
PRD00325,CAT0022,2019-08-20,true,1
PRD00325,CAT0018,2021-12-08,false,4
PRD00326,CAT0022,2022-08-12,true,1
PRD00327,CAT0022,2020-09-23,true,1
PRD00328,CAT0022,2024-05-11,true,1
PRD00329,CAT0022,2024-09-15,true,1
PRD00330,CAT0022,2024-08-02,true,1
PRD00330,CAT0047,2025-03-04,false,4
PRD00331,CAT0022,2024-01-12,true,1
PRD00332,CAT0022,2021-03-01,true,1
PRD00333,CAT0022,2022-03-26,true,1
PRD00333,CAT0071,2021-12-31,false,4
PRD00334,CAT0022,2024-03-06,true,1
PRD00334,CAT0045,2024-04-30,false,2
PRD00335,CAT0022,2022-07-28,true,1
PRD00336,CAT0022,2022-04-11,true,1
PRD00337,CAT0022,2023-11-23,true,1
PRD00338,CAT0022,2020-06-23,true,1
PRD00339,CAT0022,2019-01-07,true,1
PRD00340,CAT0022,2020-12-14,true,1
PRD00341,CAT0022,2020-09-02,true,1
PRD00341,CAT0061,2021-04-20,false,5
PRD00342,CAT0022,2019-04-15,true,1
PRD00343,CAT0022,2023-08-08,true,1
PRD00344,CAT0022,2021-09-13,true,1
PRD00344,CAT0078,2023-02-07,false,4
PRD00345,CAT0022,2021-08-02,true,1
PRD00346,CAT0022,2023-01-14,true,1
PRD00347,CAT0022,2019-07-11,true,1
PRD00348,CAT0023,2019-03-25,true,1
PRD00349,CAT0023,2024-10-04,true,1
PRD00350,CAT0023,2022-08-12,true,1
PRD00351,CAT0023,2024-08-16,true,1
PRD00351,CAT0036,2023-05-26,false,4
PRD00352,CAT0023,2019-01-08,true,1
PRD00353,CAT0023,2020-09-21,true,1
PRD00354,CAT0023,2021-03-30,true,1
PRD00355,CAT0023,2020-06-24,true,1
PRD00356,CAT0023,2022-02-04,true,1
PRD00357,CAT0023,2022-04-27,true,1
PRD00357,CAT0076,2025-02-18,false,2
PRD00358,CAT0023,2021-12-17,true,1
PRD00359,CAT0023,2022-08-29,true,1
PRD00359,CAT0061,2025-07-02,false,3
PRD00360,CAT0023,2023-06-30,true,1
PRD00361,CAT0023,2019-03-15,true,1
PRD00362,CAT0023,2023-11-02,true,1
PRD00362,CAT0034,2022-10-17,false,3
PRD00363,CAT0023,2019-02-16,true,1
PRD00364,CAT0023,2019-03-08,true,1
PRD00364,CAT0045,2025-04-19,false,2
PRD00365,CAT0023,2023-09-22,true,1
PRD00366,CAT0023,2020-07-23,true,1
PRD00367,CAT0023,2023-09-25,true,1
PRD00368,CAT0023,2022-07-08,true,1
PRD00368,CAT0038,2021-09-03,false,3
PRD00369,CAT0023,2020-11-27,true,1
PRD00369,CAT0027,2024-06-21,false,2
PRD00370,CAT0023,2021-04-18,true,1
PRD00371,CAT0023,2022-08-04,true,1
PRD00372,CAT0023,2021-06-08,true,1
PRD00373,CAT0024,2020-12-15,true,1
PRD00374,CAT0024,2020-09-04,true,1
PRD00374,CAT0127,2021-08-11,false,3
PRD00375,CAT0024,2022-06-03,true,1
PRD00376,CAT0024,2022-01-02,true,1
PRD00376,CAT0101,2020-08-25,false,3
PRD00377,CAT0024,2024-11-20,true,1
PRD00378,CAT0024,2019-11-30,true,1
PRD00379,CAT0024,2022-01-15,true,1
PRD00380,CAT0024,2020-11-14,true,1
PRD00381,CAT0024,2020-11-03,true,1
PRD00381,CAT0050,2021-06-03,false,3
PRD00382,CAT0024,2024-08-18,true,1
PRD00383,CAT0024,2022-05-18,true,1
PRD00384,CAT0024,2023-06-07,true,1
PRD00384,CAT0114,2020-11-28,false,2
PRD00385,CAT0024,2024-09-13,true,1
PRD00386,CAT0024,2024-09-15,true,1
PRD00387,CAT0024,2020-08-23,true,1
PRD00388,CAT0024,2020-03-30,true,1
PRD00388,CAT0059,2025-01-01,false,4
PRD00389,CAT0024,2021-01-01,true,1
PRD00389,CAT0067,2023-11-13,false,4
PRD00390,CAT0024,2022-05-21,true,1
PRD00391,CAT0024,2020-06-21,true,1
PRD00391,CAT0008,2020-07-29,false,4
PRD00392,CAT0024,2024-10-14,true,1
PRD00393,CAT0024,2024-07-09,true,1
PRD00394,CAT0024,2021-11-07,true,1
PRD00394,CAT0045,2023-11-06,false,5
PRD00395,CAT0024,2021-04-01,true,1
PRD00395,CAT0126,2022-11-02,false,4
PRD00396,CAT0024,2019-08-02,true,1
PRD00397,CAT0024,2023-11-29,true,1
PRD00398,CAT0024,2021-06-29,true,1
PRD00398,CAT0013,2020-08-01,false,5
PRD00399,CAT0024,2019-01-19,true,1
PRD00400,CAT0024,2021-10-06,true,1
PRD00400,CAT0117,2025-06-19,false,3
PRD00401,CAT0025,2023-11-16,true,1
PRD00402,CAT0025,2023-04-13,true,1
PRD00403,CAT0025,2023-01-28,true,1
PRD00404,CAT0025,2022-12-28,true,1
PRD00405,CAT0025,2023-12-15,true,1
PRD00406,CAT0025,2020-01-19,true,1
PRD00407,CAT0025,2022-07-23,true,1
PRD00408,CAT0025,2021-08-17,true,1
PRD00408,CAT0086,2022-06-29,false,3
PRD00409,CAT0025,2024-08-05,true,1
PRD00410,CAT0025,2019-06-02,true,1
PRD00410,CAT0075,2020-08-17,false,4
PRD00411,CAT0025,2023-11-25,true,1
PRD00412,CAT0025,2022-03-31,true,1
PRD00413,CAT0025,2024-02-22,true,1
PRD00414,CAT0025,2020-03-05,true,1
PRD00415,CAT0025,2020-11-22,true,1
PRD00416,CAT0025,2024-11-18,true,1
PRD00416,CAT0012,2025-03-04,false,5
PRD00417,CAT0025,2020-09-25,true,1
PRD00418,CAT0025,2019-05-28,true,1
PRD00419,CAT0025,2022-12-17,true,1
PRD00419,CAT0068,2021-06-28,false,5
PRD00420,CAT0025,2022-09-04,true,1
PRD00421,CAT0025,2024-01-17,true,1
PRD00422,CAT0025,2024-01-04,true,1
PRD00422,CAT0021,2025-05-03,false,2
PRD00423,CAT0025,2019-09-18,true,1
PRD00423,CAT0083,2023-09-14,false,4
PRD00424,CAT0025,2023-05-23,true,1
PRD00425,CAT0025,2022-04-20,true,1
PRD00426,CAT0025,2023-02-17,true,1
PRD00426,CAT0108,2025-01-30,false,4
PRD00427,CAT0025,2022-05-01,true,1
PRD00428,CAT0025,2024-09-12,true,1
PRD00429,CAT0025,2019-06-23,true,1
PRD00430,CAT0025,2024-07-03,true,1
PRD00431,CAT0025,2023-06-21,true,1
PRD00432,CAT0025,2024-07-06,true,1
PRD00433,CAT0025,2024-10-11,true,1
PRD00433,CAT0005,2021-11-09,false,4
PRD00434,CAT0026,2020-07-09,true,1
PRD00434,CAT0001,2020-02-09,false,3
PRD00435,CAT0026,2021-07-07,true,1
PRD00436,CAT0026,2024-12-24,true,1
PRD00437,CAT0026,2020-05-08,true,1
PRD00438,CAT0026,2022-07-05,true,1
PRD00439,CAT0026,2019-03-16,true,1
PRD00440,CAT0026,2021-03-13,true,1
PRD00441,CAT0026,2021-03-06,true,1
PRD00441,CAT0059,2025-09-18,false,2
PRD00442,CAT0026,2021-02-18,true,1
PRD00443,CAT0026,2022-01-08,true,1
PRD00443,CAT0064,2024-12-11,false,3
PRD00444,CAT0026,2020-03-23,true,1
PRD00444,CAT0095,2020-04-28,false,4
PRD00445,CAT0026,2024-10-09,true,1
PRD00446,CAT0026,2020-03-19,true,1
PRD00447,CAT0026,2024-08-04,true,1
PRD00448,CAT0026,2024-03-09,true,1
PRD00448,CAT0046,2021-06-29,false,5
PRD00449,CAT0026,2024-11-21,true,1
PRD00449,CAT0037,2025-11-07,false,3
PRD00450,CAT0026,2023-06-11,true,1
PRD00450,CAT0025,2020-06-08,false,5
PRD00451,CAT0026,2021-01-01,true,1
PRD00451,CAT0110,2025-02-27,false,5
PRD00452,CAT0026,2021-03-15,true,1
PRD00453,CAT0026,2021-06-30,true,1
PRD00454,CAT0026,2023-05-07,true,1
PRD00455,CAT0026,2021-11-20,true,1
PRD00456,CAT0026,2024-05-18,true,1
PRD00456,CAT0098,2024-07-24,false,4
PRD00457,CAT0026,2022-01-21,true,1
PRD00458,CAT0026,2019-09-21,true,1
PRD00458,CAT0090,2020-12-01,false,2
PRD00459,CAT0026,2020-03-09,true,1
PRD00460,CAT0026,2020-11-12,true,1
PRD00461,CAT0026,2020-12-18,true,1
PRD00462,CAT0027,2024-02-25,true,1
PRD00463,CAT0027,2024-08-26,true,1
PRD00464,CAT0027,2024-11-22,true,1
PRD00465,CAT0027,2022-10-14,true,1
PRD00466,CAT0027,2020-12-19,true,1
PRD00467,CAT0027,2019-03-09,true,1
PRD00467,CAT0122,2022-01-06,false,5
PRD00468,CAT0027,2023-03-06,true,1
PRD00468,CAT0089,2021-11-19,false,5
PRD00469,CAT0027,2020-08-25,true,1
PRD00469,CAT0031,2022-12-27,false,3
PRD00470,CAT0027,2022-03-22,true,1
PRD00470,CAT0099,2024-04-20,false,3
PRD00471,CAT0027,2020-10-11,true,1
PRD00472,CAT0027,2023-12-04,true,1
PRD00473,CAT0027,2023-12-04,true,1
PRD00473,CAT0113,2025-03-24,false,2
PRD00474,CAT0027,2024-09-15,true,1
PRD00475,CAT0027,2023-07-27,true,1
PRD00475,CAT0049,2023-05-18,false,5
PRD00476,CAT0027,2022-09-19,true,1
PRD00477,CAT0027,2023-12-09,true,1
PRD00478,CAT0027,2019-09-07,true,1
PRD00479,CAT0027,2021-08-09,true,1
