orderId,productId,quantity,unitPrice,discount
ORD00022,PRD01624,5,21.25,0.26
ORD00022,PRD02919,3,2123.44,0.23
ORD00023,PRD00198,3,1592.4,0.2
ORD00023,PRD02613,3,1432.57,0.19
ORD00023,PRD00608,2,1478.87,0.11
ORD00023,PRD01146,4,140.08,0.27
ORD00024,PRD02325,3,828.1,0.06
ORD00024,PRD02785,2,2484.57,0.3
ORD00024,PRD00968,5,1040.31,0.06
ORD00024,PRD01170,2,1198.38,0.25
ORD00025,PRD00033,4,263.56,0.06
ORD00025,PRD00759,2,2237.91,0.23
ORD00026,PRD01241,1,1532.48,0.19
ORD00026,PRD02242,1,1136.52,0.08
ORD00026,PRD01182,2,1138.23,0.09
ORD00027,PRD01611,4,1073.13,0.29
ORD00027,PRD00758,5,1498.99,0.25
ORD00027,PRD00694,5,2313.77,0.02
ORD00028,PRD01983,3,1198.4,0.23
ORD00028,PRD00722,2,2242.86,0.08
ORD00029,PRD00686,5,353.18,0.24
ORD00029,PRD02798,3,633.41,0.09
ORD00029,PRD00087,4,2009.93,0.3
ORD00029,PRD01088,2,805.3,0.19
ORD00030,PRD01379,3,1172.96,0.17
ORD00030,PRD02780,3,54.5,0.24
ORD00031,PRD02290,3,344.17,0.17
ORD00031,PRD00667,3,1786.05,0.11
ORD00031,PRD02033,5,1598.54,0.15
ORD00032,PRD01026,5,880.65,0.24
ORD00032,PRD00436,4,1379.14,0.03
ORD00032,PRD00975,4,1493.95,0.04
ORD00032,PRD00101,3,1490.83,0.23
ORD00032,PRD00013,1,2157.53,0.12
ORD00033,PRD00443,2,1215.49,0.2
ORD00033,PRD02069,3,2240.84,0.22
ORD00034,PRD01584,5,226.54,0.1
ORD00034,PRD02760,4,1760.78,0.26
ORD00034,PRD01178,4,2000.15,0.2
ORD00035,PRD01647,1,343.7,0.06
ORD00035,PRD02860,1,1938.22,0.15
ORD00035,PRD01699,2,748.11,0.08
ORD00036,PRD00326,1,316.59,0.17
ORD00036,PRD00974,1,1167.0,0.26
ORD00036,PRD02992,2,1131.28,0.14
ORD00037,PRD01199,5,673.78,0.25
ORD00037,PRD02895,4,2245.89,0.24
ORD00038,PRD02560,5,698.49,0.09
ORD00038,PRD01223,3,190.59,0.05
ORD00038,PRD00307,3,1518.71,0.2
ORD00039,PRD02610,3,1274.49,0.14
ORD00039,PRD01310,3,1472.64,0.08
ORD00039,PRD00913,3,2115.94,0.02
ORD00039,PRD01803,5,1033.11,0.14
ORD00039,PRD00165,3,1021.85,0.18
ORD00040,PRD02729,2,185.01,0.05
ORD00040,PRD00049,5,833.69,0.1
ORD00040,PRD00710,5,319.97,0.22
ORD00041,PRD02448,1,2054.25,0.11
ORD00041,PRD01797,3,358.65,0.11
ORD00041,PRD01541,5,23.19,0.18
ORD00041,PRD02110,3,448.56,0.18
ORD00041,PRD00350,5,1310.07,0.13
ORD00042,PRD02312,5,2087.02,0.23
ORD00042,PRD00482,1,665.61,0.02
ORD00042,PRD01521,5,421.47,0.2
ORD00042,PRD01906,4,154.89,0.28
ORD00042,PRD01142,5,619.45,0.01
ORD00043,PRD02924,2,228.5,0.11
ORD00044,PRD02984,3,696.83,0.17
ORD00044,PRD02107,5,913.37,0.23
ORD00044,PRD00591,2,1779.36,0.09
ORD00044,PRD00660,4,2472.14,0.08
ORD00045,PRD01842,2,2244.94,0.05
ORD00045,PRD02065,1,59.39,0.11
ORD00045,PRD01211,1,64.51,0.09
ORD00045,PRD01873,2,630.01,0.25
ORD00045,PRD01315,3,2212.45,0.18
ORD00046,PRD02005,5,1638.46,0.18
ORD00046,PRD00573,2,2126.8,0.01
ORD00047,PRD00140,4,1216.26,0.02
ORD00047,PRD00390,2,2142.79,0.25
ORD00048,PRD02025,5,973.53,0.18
ORD00048,PRD01517,4,240.78,0.21
ORD00049,PRD02342,3,70.83,0.12
ORD00049,PRD02075,5,28.13,0.27
ORD00050,PRD01400,1,1744.31,0.2
ORD00050,PRD01874,3,685.14,0.14
ORD00050,PRD01683,5,552.73,0.23
ORD00050,PRD00124,5,92.0,0.14
ORD00050,PRD01520,2,1566.67,0.22
ORD00051,PRD02331,1,2428.67,0.16
ORD00051,PRD02765,1,2224.0,0.19
ORD00052,PRD01409,3,606.59,0.15
ORD00053,PRD01695,2,205.04,0.17
ORD00053,PRD02974,1,1221.91,0.21
ORD00053,PRD01467,5,110.02,0.18
ORD00054,PRD01479,1,1712.22,0.11
ORD00054,PRD02140,2,1985.17,0.02
ORD00055,PRD02232,3,1451.61,0.08
ORD00055,PRD00561,2,998.4,0.12
ORD00055,PRD02779,2,1588.03,0.23
ORD00055,PRD00007,3,2247.68,0.04
ORD00056,PRD00382,4,34.94,0.22
ORD00057,PRD01154,3,2282.7,0.07
ORD00057,PRD02517,4,2458.36,0.17
ORD00057,PRD01578,3,2254.59,0.16
ORD00057,PRD00631,1,45.63,0.13
ORD00057,PRD01846,1,1450.31,0.07
ORD00058,PRD00570,3,1008.73,0.22
ORD00058,PRD00716,1,2309.89,0.08
ORD00058,PRD00934,1,308.18,0.11
ORD00059,PRD00216,4,469.84,0.04
ORD00060,PRD02641,1,739.29,0.27
ORD00060,PRD00135,3,839.0,0.03
ORD00060,PRD00626,3,1767.94,0.15
ORD00060,PRD00013,5,2157.53,0.27
ORD00060,PRD00465,1,1480.35,0.09
ORD00061,PRD00002,3,326.6,0.01
ORD00061,PRD00559,2,1022.34,0.29
ORD00061,PRD02633,1,2070.98,0.04
ORD00061,PRD00662,5,662.62,0.16
ORD00062,PRD01377,1,1241.22,0.15
ORD00062,PRD00670,5,1546.58,0.23
ORD00062,PRD01617,2,2259.03,0.15
ORD00063,PRD02934,1,854.12,0.04
ORD00063,PRD01544,5,905.61,0.04
ORD00064,PRD02378,3,1679.55,0.01
ORD00064,PRD02014,4,2295.43,0.03
ORD00064,PRD01663,2,1714.53,0.23
ORD00064,PRD00019,1,621.6,0.0
ORD00065,PRD02742,3,1377.59,0.28
ORD00065,PRD01113,1,372.11,0.26
ORD00065,PRD02389,2,31.63,0.11
ORD00065,PRD01433,1,1665.89,0.23
ORD00065,PRD00601,5,1395.81,0.15
ORD00066,PRD00869,3,1088.27,0.17
ORD00066,PRD01136,4,2158.3,0.15
ORD00066,PRD01296,5,190.31,0.28
ORD00066,PRD02019,5,1949.75,0.05
ORD00066,PRD01575,5,1288.21,0.19
ORD00067,PRD01660,1,719.3,0.12
ORD00068,PRD01595,2,2354.16,0.06
ORD00068,PRD01565,4,2186.84,0.07
ORD00068,PRD01610,1,2259.4,0.15
ORD00069,PRD02444,5,583.38,0.25
ORD00069,PRD01803,4,1033.11,0.11
ORD00070,PRD01200,5,1665.63,0.19
ORD00070,PRD01518,5,2416.63,0.25
ORD00071,PRD01614,4,442.96,0.27
ORD00072,PRD00914,3,2403.73,0.21
ORD00072,PRD01407,3,2209.41,0.1
ORD00072,PRD01802,3,1310.06,0.01
ORD00072,PRD01326,3,1644.79,0.3
ORD00073,PRD01692,5,1247.22,0.06
ORD00074,PRD00493,2,168.59,0.03
ORD00074,PRD01087,3,2275.64,0.14
ORD00075,PRD02121,2,1316.22,0.05
ORD00075,PRD00133,1,1154.12,0.28
ORD00076,PRD01225,2,433.47,0.15
ORD00076,PRD01142,3,619.45,0.27
ORD00076,PRD00035,1,1753.06,0.27
ORD00077,PRD01025,2,2217.37,0.3
ORD00077,PRD00917,3,786.42,0.16
ORD00078,PRD00121,4,1788.59,0.18
ORD00078,PRD02945,1,1729.95,0.19
ORD00079,PRD01577,4,335.77,0.03
ORD00079,PRD02771,2,1140.53,0.11
ORD00080,PRD01704,5,2109.42,0.11
ORD00080,PRD00794,5,2298.78,0.1
ORD00080,PRD01257,2,1703.49,0.18
ORD00080,PRD02561,3,259.42,0.26
ORD00081,PRD00851,1,2031.67,0.28
ORD00082,PRD00451,2,2282.62,0.22
ORD00083,PRD01977,4,1892.75,0.15
ORD00083,PRD02478,3,2356.03,0.23
ORD00084,PRD01320,1,1117.81,0.14
ORD00084,PRD02587,4,92.33,0.26
ORD00084,PRD00644,5,156.6,0.25
ORD00084,PRD00317,1,899.63,0.05
ORD00085,PRD00225,3,367.15,0.29
ORD00086,PRD02477,2,432.97,0.02
ORD00086,PRD00088,3,619.76,0.24
ORD00087,PRD01543,4,222.97,0.2
ORD00088,PRD00676,1,1656.45,0.09
ORD00089,PRD02566,1,2037.81,0.24
ORD00089,PRD02542,5,2147.91,0.27
ORD00090,PRD00005,4,1203.92,0.14
ORD00090,PRD00412,2,671.16,0.11
ORD00090,PRD00081,1,2266.54,0.04
ORD00091,PRD02397,5,818.94,0.28
ORD00092,PRD00890,1,735.55,0.26
ORD00092,PRD00232,3,1073.16,0.06
ORD00092,PRD02596,2,276.09,0.25
ORD00092,PRD01762,1,1032.88,0.07
ORD00092,PRD02819,2,1907.3,0.23
ORD00093,PRD00369,1,654.02,0.15
ORD00093,PRD02803,4,1386.66,0.04
ORD00093,PRD02659,3,1419.72,0.05
ORD00094,PRD00794,4,2298.78,0.24
ORD00094,PRD00945,2,2077.89,0.13
ORD00094,PRD00339,2,884.8,0.26
ORD00094,PRD01906,1,154.89,0.11
ORD00094,PRD01411,4,1403.47,0.19
ORD00095,PRD02569,5,1881.44,0.2
ORD00095,PRD01478,4,2072.44,0.17
ORD00095,PRD01246,5,1772.33,0.17
ORD00096,PRD02023,3,1753.99,0.04
ORD00096,PRD01610,4,2259.4,0.06
ORD00096,PRD00967,2,1898.93,0.03
ORD00097,PRD01090,2,116.29,0.14
ORD00097,PRD00118,5,2439.59,0.07
ORD00097,PRD02653,1,2329.29,0.22
ORD00097,PRD00708,3,1337.79,0.21
ORD00098,PRD01144,5,1349.14,0.28
ORD00098,PRD00398,5,1431.86,0.13
ORD00098,PRD02755,2,1959.09,0.14
ORD00098,PRD00516,5,875.67,0.23
ORD00099,PRD01062,2,978.9,0.28
ORD00099,PRD00640,4,731.47,0.19
ORD00099,PRD01307,2,2251.64,0.15
ORD00100,PRD00708,4,1337.79,0.2
ORD00100,PRD00403,5,1373.62,0.2
ORD00100,PRD02579,4,1088.0,0.22
ORD00100,PRD02979,5,649.13,0.23
ORD00101,PRD00633,2,1937.01,0.02
ORD00101,PRD01590,2,1849.17,0.28
ORD00101,PRD01394,3,2095.14,0.26
ORD00101,PRD00038,5,2354.07,0.3
ORD00101,PRD00195,2,981.83,0.13
ORD00102,PRD01305,5,806.62,0.11
ORD00102,PRD00931,1,857.66,0.16
ORD00103,PRD00603,5,1240.13,0.1
ORD00103,PRD00883,1,1903.82,0.04
ORD00104,PRD01379,2,1172.96,0.05
ORD00104,PRD02333,5,2008.0,0.26
ORD00104,PRD01428,2,2025.73,0.28
ORD00105,PRD02448,1,2054.25,0.29
ORD00105,PRD02898,3,1048.29,0.21
ORD00105,PRD02713,5,878.05,0.22
ORD00106,PRD00173,5,1112.96,0.14
ORD00106,PRD02683,2,2303.22,0.05
ORD00106,PRD01983,1,1198.4,0.01
ORD00107,PRD02372,4,1779.49,0.0
ORD00107,PRD00458,5,166.32,0.18
ORD00107,PRD02286,3,2357.47,0.01
ORD00107,PRD02844,1,1799.43,0.07
ORD00107,PRD02068,5,1852.76,0.25
ORD00108,PRD00411,2,807.52,0.12
ORD00108,PRD00416,5,2345.98,0.12
ORD00108,PRD00907,2,1087.09,0.07
ORD00108,PRD00527,3,1888.77,0.17
ORD00108,PRD00129,4,589.03,0.26
ORD00109,PRD01647,1,343.7,0.14
ORD00109,PRD02383,5,1650.37,0.02
ORD00110,PRD02473,3,2022.39,0.24
ORD00110,PRD01021,4,840.13,0.18
ORD00110,PRD02846,5,1709.1,0.0
ORD00110,PRD01175,5,1131.76,0.03
ORD00111,PRD00886,5,1804.15,0.23
ORD00111,PRD00325,4,296.49,0.17
ORD00112,PRD00255,1,141.25,0.15
ORD00112,PRD01109,5,1313.59,0.27
ORD00112,PRD01099,5,142.66,0.27
ORD00112,PRD01652,5,2312.86,0.05
ORD00112,PRD00009,3,480.11,0.19
ORD00113,PRD00247,4,2290.83,0.26
ORD00113,PRD00726,1,1872.92,0.24
ORD00114,PRD02322,3,1454.5,0.23
ORD00114,PRD02008,1,651.65,0.09
ORD00114,PRD02170,3,1196.29,0.07
ORD00114,PRD00140,1,1216.26,0.03
ORD00114,PRD01345,1,472.59,0.19
ORD00115,PRD01994,2,1700.06,0.21
ORD00115,PRD00114,1,1343.89,0.14
ORD00115,PRD01414,2,162.63,0.28
ORD00115,PRD00431,2,1253.6,0.11
ORD00116,PRD02795,4,2375.31,0.11
ORD00116,PRD00687,2,338.43,0.28
ORD00116,PRD01009,4,2216.59,0.1
ORD00117,PRD01085,5,2021.03,0.05
ORD00117,PRD02487,3,1449.73,0.06
ORD00117,PRD00393,5,201.86,0.02
ORD00117,PRD00514,5,574.53,0.1
ORD00117,PRD02603,5,491.89,0.12
ORD00118,PRD02521,5,1179.03,0.1
ORD00118,PRD01207,4,2062.77,0.29
ORD00118,PRD01661,5,2403.98,0.29
ORD00118,PRD01321,5,648.67,0.07
ORD00118,PRD02681,1,1519.46,0.03
ORD00119,PRD00488,2,1454.33,0.09
ORD00119,PRD00732,4,707.21,0.04
ORD00119,PRD01924,5,1765.05,0.26
ORD00119,PRD02487,1,1449.73,0.25
ORD00120,PRD01840,1,120.36,0.13
ORD00121,PRD00520,1,1929.88,0.03
ORD00121,PRD00847,4,987.8,0.28
ORD00121,PRD00594,3,188.81,0.06
ORD00121,PRD00484,1,469.5,0.03
ORD00121,PRD01993,3,2065.1,0.23
ORD00122,PRD01353,3,68.42,0.13
ORD00123,PRD00422,3,652.39,0.07
ORD00124,PRD00599,4,2423.09,0.25
ORD00125,PRD01854,5,1580.94,0.04
ORD00125,PRD02679,5,611.13,0.04
ORD00125,PRD02541,3,1280.79,0.0
ORD00125,PRD02694,2,556.91,0.22
ORD00126,PRD00527,2,1888.77,0.3
ORD00126,PRD01038,1,166.36,0.18
ORD00127,PRD00335,3,1932.08,0.04
ORD00127,PRD00160,5,2389.87,0.14
ORD00127,PRD02081,4,962.78,0.14
ORD00128,PRD00571,2,1024.19,0.21
ORD00128,PRD01684,1,1375.46,0.06
ORD00128,PRD01021,3,840.13,0.12
ORD00129,PRD00349,4,751.63,0.08
ORD00129,PRD00710,3,319.97,0.0
ORD00130,PRD01511,2,663.78,0.22
ORD00130,PRD00414,4,1723.62,0.14
ORD00130,PRD01778,2,1176.71,0.18
ORD00131,PRD00507,2,231.15,0.28
ORD00131,PRD02757,3,1596.15,0.17
ORD00131,PRD01724,4,1644.88,0.03
ORD00131,PRD02410,3,1453.29,0.12
ORD00132,PRD01850,1,1740.02,0.14
ORD00132,PRD02563,5,1792.94,0.26
ORD00132,PRD02925,2,2249.66,0.29
ORD00132,PRD02063,4,69.45,0.1
ORD00132,PRD00765,1,1508.84,0.08
ORD00133,PRD01127,4,1241.04,0.02
ORD00133,PRD02181,3,697.22,0.06
ORD00133,PRD02774,1,1664.6,0.06
ORD00133,PRD00828,4,124.88,0.06
ORD00134,PRD01995,3,2236.14,0.24
ORD00135,PRD02940,4,1246.55,0.14
ORD00136,PRD00424,1,2119.02,0.22
ORD00136,PRD00598,2,399.41,0.14
ORD00137,PRD02312,2,2087.02,0.29
ORD00137,PRD01714,4,793.92,0.1
ORD00137,PRD01862,2,288.35,0.19
ORD00138,PRD02302,4,1299.37,0.2
ORD00138,PRD01205,3,1135.82,0.14
ORD00138,PRD02855,3,2204.63,0.22
ORD00138,PRD00335,1,1932.08,0.25
ORD00139,PRD00444,3,1369.84,0.08
ORD00139,PRD01354,1,754.4,0.11
ORD00139,PRD01919,5,430.48,0.13
ORD00139,PRD02987,3,1597.59,0.23
ORD00139,PRD02823,5,1866.97,0.28
ORD00140,PRD01127,5,1241.04,0.05
ORD00140,PRD00564,5,504.35,0.13
ORD00141,PRD01732,3,1625.79,0.26
ORD00141,PRD00513,3,1187.63,0.22
ORD00141,PRD00631,2,45.63,0.04
ORD00141,PRD01019,2,528.12,0.21
ORD00141,PRD02761,4,2432.87,0.28
ORD00142,PRD02841,2,661.8,0.05
ORD00142,PRD02400,5,2386.87,0.28
ORD00142,PRD02702,5,1903.57,0.3
ORD00142,PRD02039,1,630.25,0.18
ORD00143,PRD02449,4,936.92,0.11
ORD00143,PRD01154,3,2282.7,0.19
ORD00144,PRD01003,5,357.78,0.01
ORD00144,PRD01238,1,1048.76,0.18
ORD00144,PRD01066,1,217.89,0.19
ORD00144,PRD00978,3,2162.97,0.02
ORD00144,PRD00624,4,1602.58,0.18
ORD00145,PRD02005,1,1638.46,0.1
ORD00146,PRD02059,5,1656.08,0.26
ORD00146,PRD02398,3,2002.89,0.02
ORD00146,PRD01073,2,2114.66,0.21
ORD00147,PRD00518,1,2200.6,0.13
ORD00147,PRD00979,4,180.0,0.17
ORD00147,PRD01767,4,1112.04,0.07
ORD00147,PRD02748,3,2080.39,0.28
ORD00148,PRD01564,5,505.19,0.25
ORD00149,PRD02335,4,1885.11,0.11
ORD00149,PRD01790,2,1964.77,0.24
ORD00149,PRD01026,1,880.65,0.1
ORD00150,PRD00600,3,2029.24,0.11
ORD00150,PRD01182,4,1138.23,0.1
ORD00150,PRD02203,3,655.28,0.13
ORD00150,PRD02505,2,1676.92,0.18
ORD00151,PRD02313,2,2037.04,0.0
ORD00151,PRD02398,4,2002.89,0.28
ORD00151,PRD01922,1,99.93,0.08
ORD00151,PRD02812,4,394.72,0.13
ORD00151,PRD02455,3,129.09,0.2
ORD00152,PRD02867,1,624.59,0.25
ORD00152,PRD01682,2,869.16,0.24
ORD00153,PRD00457,2,742.61,0.0
ORD00153,PRD00801,3,187.01,0.21
ORD00153,PRD00089,5,571.54,0.3
ORD00153,PRD01354,5,754.4,0.19
ORD00154,PRD00057,2,99.56,0.1
ORD00154,PRD01632,5,1443.49,0.18
ORD00154,PRD01771,1,2192.47,0.26
ORD00154,PRD02305,1,1926.51,0.25
ORD00155,PRD00117,3,2079.95,0.09
ORD00155,PRD02416,5,923.56,0.03
ORD00155,PRD00353,4,373.78,0.27
ORD00156,PRD00885,4,605.04,0.0
ORD00156,PRD00951,3,2347.98,0.18
ORD00156,PRD02463,5,878.94,0.06
ORD00156,PRD02822,4,675.85,0.26
ORD00156,PRD02398,2,2002.89,0.06
ORD00157,PRD00194,5,2011.43,0.07
ORD00157,PRD00877,5,474.29,0.15
ORD00157,PRD01662,4,1228.03,0.1
ORD00157,PRD00286,2,549.82,0.1
ORD00158,PRD02230,2,559.09,0.12
ORD00158,PRD01931,2,604.54,0.13
ORD00158,PRD01425,5,2458.69,0.2
ORD00158,PRD02702,5,1903.57,0.15
ORD00159,PRD00564,2,504.35,0.03
ORD00159,PRD01378,4,542.65,0.03
ORD00159,PRD01246,5,1772.33,0.25
ORD00160,PRD01702,5,2155.39,0.08
ORD00161,PRD02859,4,1731.14,0.07
ORD00161,PRD01364,3,601.85,0.21
ORD00161,PRD02330,3,2354.61,0.2
ORD00161,PRD02281,3,173.22,0.24
ORD00161,PRD00701,1,326.54,0.1
ORD00162,PRD01904,3,1455.36,0.17
ORD00162,PRD01496,1,1699.81,0.08
ORD00163,PRD02885,3,1741.58,0.03
ORD00163,PRD00489,1,988.32,0.02
ORD00163,PRD00271,5,2080.08,0.18
ORD00164,PRD01901,1,2349.73,0.11
ORD00164,PRD02640,5,2200.19,0.24
ORD00164,PRD00687,4,338.43,0.03
ORD00164,PRD01540,4,835.25,0.06
ORD00164,PRD02340,2,1148.44,0.26
ORD00165,PRD01744,5,1172.13,0.15
ORD00165,PRD02412,5,1508.81,0.06
ORD00165,PRD01532,4,907.97,0.22
ORD00165,PRD02809,2,1495.55,0.17
ORD00166,PRD00907,3,1087.09,0.25
ORD00166,PRD02892,5,1837.79,0.3
ORD00166,PRD00446,1,1673.88,0.15
ORD00166,PRD00760,1,2179.61,0.09
ORD00167,PRD01718,1,1950.17,0.28
ORD00167,PRD02029,5,1533.15,0.12
ORD00167,PRD01269,3,1913.62,0.22
ORD00167,PRD00246,4,407.97,0.24
ORD00168,PRD00980,3,1257.15,0.01
ORD00168,PRD00370,3,2178.57,0.27
ORD00168,PRD02392,4,1679.58,0.16
ORD00168,PRD02143,2,443.76,0.26
ORD00169,PRD01579,1,314.19,0.06
ORD00169,PRD02813,5,1307.5,0.19
ORD00169,PRD01723,2,1733.88,0.23
ORD00170,PRD00202,5,1250.95,0.24
ORD00170,PRD02132,4,1467.5,0.22
ORD00170,PRD00610,2,1594.88,0.13
ORD00171,PRD00155,4,2377.85,0.24
ORD00171,PRD01549,1,677.63,0.16
ORD00171,PRD01274,4,2318.29,0.01
ORD00172,PRD02345,4,495.38,0.2
ORD00172,PRD00335,4,1932.08,0.21
ORD00172,PRD02644,1,594.18,0.24
ORD00173,PRD02853,4,1138.74,0.18
ORD00173,PRD01486,2,2054.69,0.26
ORD00173,PRD02630,2,2218.94,0.22
ORD00173,PRD02183,3,867.35,0.01
ORD00174,PRD02434,3,972.31,0.2
ORD00175,PRD01377,4,1241.22,0.1
ORD00175,PRD02448,3,2054.25,0.08
ORD00175,PRD01755,2,1749.53,0.05
ORD00175,PRD00008,2,2298.51,0.26
ORD00176,PRD01707,5,2228.6,0.08
ORD00177,PRD01817,4,1172.8,0.17
ORD00177,PRD00549,2,226.6,0.05
ORD00177,PRD02396,1,2140.42,0.26
ORD00178,PRD02352,5,1433.05,0.11
ORD00178,PRD02878,4,453.41,0.02
ORD00179,PRD02566,3,2037.81,0.24
ORD00179,PRD00145,5,1406.63,0.22
ORD00179,PRD02083,1,2284.15,0.17
ORD00179,PRD02146,2,978.22,0.13
ORD00180,PRD02708,5,1785.14,0.08
ORD00180,PRD02999,2,86.85,0.11
ORD00180,PRD02584,3,1327.56,0.15
ORD00180,PRD00059,3,2381.6,0.13
ORD00180,PRD02780,2,54.5,0.01
ORD00181,PRD01240,5,1919.96,0.21
ORD00181,PRD01391,3,581.01,0.25
ORD00182,PRD02695,5,530.93,0.28
ORD00182,PRD01128,2,1535.39,0.19
ORD00182,PRD00785,4,1539.27,0.26
ORD00182,PRD00172,4,2284.24,0.21
ORD00182,PRD02075,4,28.13,0.26
ORD00183,PRD01363,3,1185.11,0.21
ORD00184,PRD02375,5,378.42,0.12
ORD00185,PRD02831,1,708.12,0.13
ORD00185,PRD02788,3,1700.91,0.14
ORD00186,PRD01931,1,604.54,0.07
ORD00187,PRD00120,4,443.44,0.16
ORD00187,PRD00634,2,972.89,0.15
ORD00187,PRD02700,2,682.2,0.22
ORD00187,PRD02680,3,2200.43,0.29
ORD00187,PRD02083,4,2284.15,0.17
ORD00188,PRD01520,1,1566.67,0.15
ORD00188,PRD02911,4,2467.32,0.04
ORD00189,PRD02270,5,657.97,0.04
ORD00190,PRD01016,1,1473.37,0.13
ORD00191,PRD01538,1,2268.28,0.06
ORD00191,PRD02961,5,324.9,0.3
ORD00192,PRD00088,1,619.76,0.23
ORD00193,PRD01369,4,217.26,0.08
ORD00193,PRD02491,3,11.77,0.01
ORD00193,PRD01225,2,433.47,0.08
ORD00193,PRD00018,4,803.91,0.01
ORD00193,PRD02138,4,27.64,0.27
ORD00194,PRD01610,3,2259.4,0.03
ORD00194,PRD02745,3,2271.33,0.02
ORD00195,PRD00751,5,1622.46,0.1
ORD00195,PRD01589,2,1539.27,0.22
ORD00196,PRD01113,4,372.11,0.02
ORD00196,PRD02088,5,1493.77,0.02
ORD00196,PRD01166,5,1074.16,0.15
ORD00196,PRD02887,2,687.07,0.17
ORD00196,PRD02625,5,2283.28,0.23
ORD00197,PRD01947,2,2005.72,0.29
ORD00197,PRD01923,1,363.04,0.15
ORD00198,PRD02273,3,1615.71,0.27
ORD00199,PRD01283,5,2121.62,0.19
ORD00199,PRD02678,2,1721.45,0.28
ORD00199,PRD00987,1,637.06,0.08
ORD00199,PRD00137,4,320.19,0.24
ORD00200,PRD00402,1,2166.22,0.04
ORD00200,PRD02245,5,2106.47,0.22
ORD00200,PRD00609,2,1737.52,0.1
ORD00200,PRD00219,4,863.2,0.25
ORD00200,PRD01152,5,1092.37,0.17
ORD00201,PRD00729,3,550.03,0.21
ORD00201,PRD00262,3,1618.35,0.11
ORD00202,PRD02583,2,2347.38,0.02
ORD00202,PRD02288,4,1692.2,0.29
ORD00202,PRD02625,4,2283.28,0.3
ORD00202,PRD01729,1,1823.45,0.08
ORD00203,PRD00400,3,1277.1,0.04
ORD00204,PRD02392,5,1679.58,0.04
ORD00204,PRD01385,1,1204.56,0.16
ORD00204,PRD01285,1,285.62,0.2
ORD00204,PRD00816,3,1374.54,0.25
ORD00205,PRD02692,5,1737.48,0.01
ORD00205,PRD02142,5,1116.5,0.26
ORD00205,PRD02701,5,1572.94,0.19
ORD00206,PRD00220,1,1749.78,0.17
ORD00206,PRD01903,2,1299.59,0.19
ORD00206,PRD02018,2,2459.72,0.05
ORD00206,PRD00962,2,1024.28,0.04
ORD00207,PRD00566,1,181.44,0.26
ORD00208,PRD00616,5,1631.01,0.09
ORD00208,PRD00803,1,1746.8,0.14
ORD00208,PRD01103,1,345.67,0.17
ORD00209,PRD00668,4,1727.84,0.3
ORD00209,PRD01357,4,1974.78,0.14
