userId,sellerId,followedAt,notifications,tier
USR00683,SEL0081,2024-05-29,false,bronze
USR00888,SEL0033,2020-12-19,true,silver
USR00888,SEL0054,2025-04-12,false,silver
USR00888,SEL0086,2025-06-10,false,silver
USR00888,SEL0046,2020-11-13,true,silver
USR00992,SEL0073,2020-04-09,false,silver
USR00836,SEL0040,2020-01-01,false,silver
USR00836,SEL0083,2025-02-08,true,bronze
USR00836,SEL0064,2025-10-04,true,platinum
USR00542,SEL0057,2020-08-04,false,gold
USR00542,SEL0064,2021-08-03,true,bronze
USR00987,SEL0035,2022-05-01,true,bronze
USR00944,SEL0091,2024-04-20,false,bronze
USR00137,SEL0046,2025-07-09,true,gold
USR00137,SEL0014,2022-03-01,false,bronze
USR00137,SEL0007,2023-12-27,true,silver
USR00137,SEL0068,2020-04-02,true,gold
USR01166,SEL0013,2023-10-29,true,gold
USR00848,SEL0077,2023-02-13,false,platinum
USR00188,SEL0041,2020-09-10,false,silver
USR00188,SEL0064,2023-11-21,true,gold
USR00188,SEL0018,2025-05-30,false,platinum
USR00188,SEL0021,2020-11-15,true,platinum
USR01470,SEL0036,2022-08-13,false,silver
USR01470,SEL0098,2023-03-04,false,silver
USR00144,SEL0004,2022-12-09,true,bronze
USR00144,SEL0031,2021-12-24,true,gold
USR00144,SEL0100,2021-07-22,true,silver
USR00470,SEL0047,2021-01-14,false,platinum
USR00470,SEL0071,2025-05-27,true,gold
USR00470,SEL0089,2020-06-27,true,gold
USR00441,SEL0042,2024-01-12,true,gold
USR00746,SEL0084,2023-11-29,false,platinum
USR00746,SEL0011,2020-08-21,false,gold
USR00746,SEL0080,2025-01-30,false,silver
USR01253,SEL0045,2024-03-09,false,silver
USR01253,SEL0017,2020-07-26,false,platinum
USR00560,SEL0099,2021-05-22,true,gold
USR00805,SEL0056,2020-02-11,false,gold
USR01003,SEL0048,2025-03-14,false,platinum
USR01003,SEL0041,2023-10-19,false,platinum
USR01003,SEL0075,2025-03-14,false,gold
USR00768,SEL0035,2021-12-29,true,platinum
USR00768,SEL0066,2021-08-07,false,bronze
USR00831,SEL0090,2022-02-14,false,silver
USR00831,SEL0041,2020-06-12,true,silver
USR00831,SEL0069,2020-02-17,false,gold
USR01371,SEL0068,2024-09-10,true,platinum
USR00349,SEL0027,2024-11-29,false,silver
USR00349,SEL0045,2023-03-30,true,bronze
USR00349,SEL0063,2020-03-18,true,bronze
USR00349,SEL0100,2023-05-29,true,silver
USR00732,SEL0015,2021-09-24,true,gold
USR00732,SEL0072,2023-09-10,false,silver
USR00732,SEL0016,2024-06-02,false,silver
USR00673,SEL0032,2020-01-21,false,gold
USR00673,SEL0020,2024-11-20,false,silver
USR00295,SEL0084,2025-11-01,true,platinum
USR00295,SEL0091,2023-03-13,true,bronze
USR01074,SEL0025,2022-10-18,false,silver
USR01074,SEL0018,2021-02-22,false,gold
USR01074,SEL0005,2024-11-09,true,gold
USR00978,SEL0002,2020-04-08,false,platinum
USR00978,SEL0067,2025-05-31,true,bronze
USR00668,SEL0022,2021-01-25,false,silver
USR00668,SEL0087,2024-01-16,false,gold
USR00383,SEL0079,2021-07-09,true,bronze
USR01065,SEL0064,2021-12-31,false,silver
USR01065,SEL0086,2021-09-08,false,bronze
USR01065,SEL0025,2021-11-30,false,bronze
USR01065,SEL0063,2022-01-03,false,bronze
USR01022,SEL0098,2025-12-02,false,platinum
USR01051,SEL0077,2022-04-11,true,bronze
USR01051,SEL0022,2023-09-08,false,silver
USR01051,SEL0052,2021-06-03,true,platinum
USR01051,SEL0051,2021-10-02,false,gold
USR00990,SEL0068,2020-12-05,false,gold
USR00990,SEL0090,2021-09-23,false,gold
USR00990,SEL0015,2024-07-05,false,platinum
USR00567,SEL0094,2023-06-08,false,platinum
USR00567,SEL0095,2022-10-11,true,platinum
USR00965,SEL0034,2020-09-17,false,gold
USR00965,SEL0025,2020-08-31,true,gold
USR00388,SEL0071,2025-07-17,false,silver
USR00388,SEL0100,2024-06-25,false,platinum
USR00305,SEL0040,2022-09-11,true,gold
USR00305,SEL0063,2023-07-03,false,gold
USR00305,SEL0073,2021-12-31,true,silver
USR00305,SEL0030,2024-11-19,false,bronze
USR00773,SEL0078,2022-05-03,false,bronze
USR00540,SEL0001,2023-11-14,true,bronze
USR00540,SEL0086,2020-06-13,false,bronze
USR00416,SEL0023,2023-09-28,true,platinum
USR00730,SEL0067,2021-01-31,false,platinum
USR00730,SEL0037,2025-03-26,true,bronze
USR00730,SEL0070,2020-11-10,false,silver
USR00730,SEL0018,2021-11-18,true,bronze
USR00475,SEL0096,2024-03-28,false,gold
USR00475,SEL0017,2022-04-07,true,bronze
USR00620,SEL0014,2025-08-22,false,gold
USR00620,SEL0041,2024-04-09,false,silver
USR01008,SEL0100,2025-09-01,true,silver
USR01008,SEL0086,2024-03-31,false,platinum
USR01008,SEL0089,2020-11-01,true,platinum
USR00174,SEL0039,2021-12-27,true,platinum
USR00489,SEL0097,2025-10-02,true,gold
USR00988,SEL0008,2023-03-02,true,bronze
USR00988,SEL0066,2022-10-30,false,platinum
USR01234,SEL0014,2025-09-16,true,silver
USR01234,SEL0046,2022-03-30,true,platinum
USR00187,SEL0048,2025-05-19,false,silver
USR00187,SEL0027,2024-11-21,false,platinum
USR01315,SEL0090,2021-09-15,true,bronze
USR01315,SEL0012,2021-05-24,false,silver
USR01315,SEL0063,2023-04-16,false,platinum
USR01315,SEL0030,2025-06-18,false,bronze
USR00658,SEL0037,2022-05-20,true,silver
USR00658,SEL0067,2020-08-28,false,platinum
USR00251,SEL0036,2022-04-26,true,gold
USR00251,SEL0074,2020-12-26,false,platinum
USR00251,SEL0008,2025-10-01,false,silver
USR00197,SEL0063,2024-02-23,false,bronze
USR00197,SEL0034,2022-11-01,true,bronze
USR00197,SEL0035,2023-11-07,true,gold
USR00376,SEL0059,2025-11-24,false,bronze
USR00376,SEL0073,2021-11-16,false,gold
USR00630,SEL0043,2022-07-20,false,platinum
USR00630,SEL0023,2021-07-24,false,platinum
USR00630,SEL0076,2024-01-18,false,silver
USR00823,SEL0019,2024-02-16,false,gold
USR00461,SEL0060,2021-10-24,true,silver
USR00461,SEL0042,2024-01-04,true,platinum
USR00461,SEL0044,2022-04-28,true,gold
USR00719,SEL0038,2023-04-17,true,bronze
USR00719,SEL0082,2024-09-18,true,gold
USR00472,SEL0064,2022-10-11,false,silver
USR00472,SEL0033,2020-11-23,true,bronze
USR00472,SEL0094,2024-02-12,false,platinum
USR00472,SEL0054,2024-12-03,false,platinum
USR00196,SEL0073,2024-09-15,false,silver
USR00517,SEL0029,2021-06-30,false,silver
USR00517,SEL0046,2025-08-11,false,silver
USR00517,SEL0085,2020-01-21,true,silver
USR00517,SEL0033,2021-06-06,false,gold
USR01009,SEL0021,2021-02-05,false,silver
USR01009,SEL0038,2023-03-25,true,bronze
USR00127,SEL0093,2025-08-05,true,silver
USR00127,SEL0018,2021-12-24,false,silver
USR00127,SEL0081,2020-03-02,false,gold
USR00579,SEL0069,2021-01-23,false,bronze
USR00373,SEL0084,2025-05-02,true,silver
USR00373,SEL0035,2024-05-02,true,gold
USR00373,SEL0062,2021-08-08,false,platinum
USR01322,SEL0029,2023-07-10,false,gold
USR01322,SEL0022,2020-04-23,true,platinum
USR00599,SEL0015,2024-01-13,true,bronze
USR00599,SEL0005,2024-08-11,false,silver
USR01156,SEL0051,2025-03-07,false,silver
USR01260,SEL0062,2025-04-17,false,gold
USR01260,SEL0013,2020-03-04,true,platinum
USR01260,SEL0098,2023-04-13,false,bronze
USR01260,SEL0050,2023-01-07,false,bronze
USR01376,SEL0037,2020-09-20,false,silver
USR01376,SEL0092,2023-06-16,false,silver
USR00169,SEL0054,2021-05-11,false,platinum
USR00169,SEL0063,2023-09-10,false,gold
USR00169,SEL0076,2023-09-19,true,silver
USR00980,SEL0079,2021-01-30,false,silver
USR01099,SEL0013,2025-12-20,false,gold
USR01099,SEL0026,2023-09-14,false,bronze
USR01349,SEL0021,2024-08-09,false,silver
USR01349,SEL0037,2022-12-01,true,gold
USR00006,SEL0003,2024-10-09,false,gold
USR00006,SEL0061,2021-04-03,false,gold
USR00006,SEL0056,2024-09-13,true,bronze
USR00006,SEL0064,2025-03-04,false,bronze
USR00222,SEL0064,2022-11-25,true,bronze
USR00222,SEL0043,2024-11-05,false,silver
USR00222,SEL0080,2024-02-29,true,platinum
USR00222,SEL0002,2021-11-16,true,bronze
USR00449,SEL0061,2023-05-17,false,silver
USR00428,SEL0049,2022-12-10,true,platinum
USR00428,SEL0014,2023-06-03,true,gold
USR01380,SEL0015,2022-12-03,false,platinum
USR01380,SEL0046,2021-02-07,true,silver
USR01492,SEL0098,2021-12-13,false,bronze
USR01492,SEL0046,2025-02-05,false,platinum
USR01461,SEL0037,2024-01-01,true,silver
USR01244,SEL0034,2021-03-07,false,bronze
USR01244,SEL0076,2023-04-23,true,gold
USR01244,SEL0026,2021-08-14,true,platinum
USR00157,SEL0024,2022-10-07,true,gold
USR00157,SEL0026,2021-03-08,true,bronze
USR00157,SEL0092,2020-06-05,false,gold
USR00050,SEL0088,2024-10-25,false,bronze
USR00050,SEL0087,2025-01-22,true,platinum
USR00870,SEL0077,2020-06-22,false,silver
USR00870,SEL0006,2022-11-30,true,bronze
USR00870,SEL0004,2022-12-26,true,bronze
USR00870,SEL0073,2023-09-03,false,gold
USR00862,SEL0052,2023-08-20,true,platinum
USR01116,SEL0035,2025-07-07,false,bronze
USR01116,SEL0027,2023-06-06,true,platinum
USR01116,SEL0056,2025-01-29,true,bronze
USR01116,SEL0010,2025-04-16,true,platinum
USR00634,SEL0089,2020-05-10,true,platinum
USR00634,SEL0017,2023-02-10,true,bronze
USR00634,SEL0022,2025-09-19,false,platinum
USR00634,SEL0027,2020-07-14,false,bronze
USR00589,SEL0033,2024-07-26,true,gold
USR00589,SEL0067,2020-08-22,true,gold
USR01095,SEL0054,2024-05-02,false,platinum
USR01489,SEL0006,2024-03-12,true,bronze
USR01489,SEL0017,2020-05-12,false,platinum
USR00243,SEL0041,2024-03-17,true,bronze
USR00909,SEL0049,2023-11-20,false,platinum
USR00909,SEL0027,2020-02-24,false,gold
USR00909,SEL0065,2022-02-16,false,platinum
USR00909,SEL0004,2020-10-08,true,gold
USR01256,SEL0067,2020-04-01,true,gold
USR01256,SEL0043,2025-01-10,true,bronze
USR01256,SEL0025,2022-03-05,false,silver
USR00129,SEL0039,2024-11-07,false,platinum
USR00915,SEL0098,2020-03-31,false,bronze
USR00915,SEL0041,2021-12-04,true,silver
USR00915,SEL0038,2024-06-07,true,platinum
USR00266,SEL0042,2021-12-21,false,platinum
USR00266,SEL0045,2022-04-22,false,bronze
USR00070,SEL0005,2020-10-24,true,platinum
USR00070,SEL0039,2021-11-10,false,bronze
USR00070,SEL0012,2021-01-09,false,bronze
USR00070,SEL0073,2020-04-18,false,bronze
USR00365,SEL0074,2021-01-27,false,bronze
USR00365,SEL0072,2022-12-06,true,platinum
USR00365,SEL0038,2023-10-22,false,bronze
USR00365,SEL0058,2022-06-10,true,bronze
USR01441,SEL0038,2020-11-19,false,silver
USR01441,SEL0016,2021-06-14,false,gold
USR01441,SEL0030,2025-09-07,true,bronze
USR01441,SEL0093,2020-07-16,false,bronze
USR00273,SEL0005,2025-05-14,true,bronze
USR00273,SEL0007,2020-10-02,true,gold
USR00273,SEL0071,2025-11-01,false,silver
USR00994,SEL0050,2020-07-10,true,silver
USR00994,SEL0008,2022-04-27,true,silver
USR00994,SEL0041,2022-03-21,false,bronze
USR01293,SEL0006,2025-05-18,false,bronze
USR01293,SEL0013,2022-03-06,true,gold
USR00724,SEL0088,2024-09-04,false,silver
USR00724,SEL0007,2020-01-13,false,silver
USR01187,SEL0078,2021-07-06,true,platinum
USR01187,SEL0075,2021-07-14,false,gold
USR01187,SEL0031,2022-11-28,true,silver
USR01187,SEL0095,2023-05-17,true,gold
USR00843,SEL0034,2024-02-06,false,bronze
USR00843,SEL0087,2021-10-20,false,platinum
USR00843,SEL0009,2025-04-16,false,bronze
USR00085,SEL0036,2024-03-23,true,bronze
USR00257,SEL0038,2024-01-18,false,platinum
USR00257,SEL0076,2020-09-23,false,bronze
USR00257,SEL0037,2020-01-10,false,silver
USR00587,SEL0082,2025-03-26,false,bronze
USR00587,SEL0008,2024-04-03,true,gold
USR00587,SEL0036,2023-11-09,true,gold
USR00587,SEL0030,2020-09-23,true,bronze
USR00740,SEL0097,2020-11-14,false,gold
USR00740,SEL0026,2021-11-12,false,bronze
USR00118,SEL0065,2021-01-19,false,bronze
USR00118,SEL0040,2024-01-13,false,gold
USR01353,SEL0002,2025-11-13,true,gold
USR01353,SEL0049,2024-12-30,false,gold
USR01291,SEL0078,2025-12-23,false,bronze
USR01291,SEL0001,2025-05-14,false,platinum
USR01291,SEL0006,2025-11-10,false,bronze
USR01034,SEL0095,2024-03-19,false,platinum
USR01034,SEL0084,2022-07-18,true,bronze
USR01034,SEL0051,2024-05-06,false,gold
USR01034,SEL0100,2024-07-05,true,platinum
USR01246,SEL0085,2021-10-21,false,gold
USR01246,SEL0029,2025-08-19,true,platinum
USR01246,SEL0099,2022-09-14,false,gold
USR00729,SEL0050,2024-05-15,false,silver
USR00381,SEL0091,2021-01-08,true,bronze
USR00381,SEL0012,2025-04-03,true,silver
USR00381,SEL0043,2020-02-06,false,platinum
USR00381,SEL0092,2020-01-21,false,silver
USR00090,SEL0043,2025-08-05,false,gold
USR00090,SEL0086,2022-06-24,true,gold
USR00090,SEL0033,2022-03-06,false,gold
USR00090,SEL0097,2020-11-18,false,bronze
USR00907,SEL0017,2023-09-11,false,silver
USR00907,SEL0014,2020-07-18,true,gold
USR00907,SEL0040,2021-08-30,false,bronze
USR01050,SEL0097,2022-10-31,false,silver
USR01050,SEL0072,2025-08-20,true,platinum
USR01050,SEL0052,2020-10-21,true,bronze
USR01050,SEL0093,2025-02-02,false,bronze
USR00134,SEL0069,2020-02-19,true,platinum
USR00271,SEL0002,2023-09-26,true,bronze
USR00857,SEL0090,2024-11-04,false,silver
USR00857,SEL0032,2020-12-31,true,silver
USR00569,SEL0044,2023-10-15,false,bronze
USR00569,SEL0094,2024-04-21,false,bronze
USR00479,SEL0086,2020-01-27,false,gold
USR00479,SEL0040,2025-07-05,true,platinum
USR00411,SEL0083,2025-10-18,true,silver
USR00411,SEL0007,2022-03-07,true,platinum
USR00411,SEL0012,2021-12-12,false,bronze
USR00752,SEL0063,2023-08-02,false,gold
USR00989,SEL0082,2021-02-25,false,silver
USR00989,SEL0079,2023-02-05,true,silver
USR00123,SEL0037,2022-06-27,true,silver
USR00123,SEL0054,2022-07-04,true,gold
USR01456,SEL0039,2022-05-29,true,silver
USR01456,SEL0040,2021-10-17,false,platinum
USR01456,SEL0091,2020-03-17,true,gold
USR01456,SEL0001,2025-03-13,true,platinum
USR00208,SEL0075,2024-12-09,true,silver
USR01147,SEL0058,2023-01-07,false,bronze
USR01249,SEL0067,2024-05-09,false,bronze
USR01249,SEL0003,2025-04-28,true,gold
USR01249,SEL0053,2021-02-08,false,silver
USR00165,SEL0049,2024-12-14,false,platinum
USR00165,SEL0085,2022-11-26,true,silver
USR01361,SEL0081,2020-07-30,false,gold
USR01361,SEL0032,2022-01-11,false,platinum
USR01361,SEL0074,2022-12-21,false,platinum
USR01361,SEL0003,2021-08-22,false,gold
USR00951,SEL0007,2021-02-10,false,gold
USR01171,SEL0055,2021-11-04,true,silver
USR01171,SEL0069,2021-04-06,true,platinum
USR01171,SEL0077,2024-04-24,false,bronze
USR01171,SEL0067,2023-05-10,true,bronze
USR00343,SEL0070,2023-05-12,false,bronze
USR00343,SEL0078,2022-08-15,false,platinum
USR00343,SEL0019,2021-10-07,false,gold
USR00497,SEL0056,2025-04-15,true,platinum
USR00241,SEL0096,2024-12-29,true,gold
USR00241,SEL0024,2024-12-15,true,gold
USR01186,SEL0029,2023-02-02,false,silver
USR01186,SEL0048,2024-02-29,false,bronze
USR01366,SEL0100,2020-02-02,true,bronze
USR01366,SEL0069,2020-02-24,false,platinum
USR00975,SEL0018,2025-11-22,false,silver
USR00374,SEL0063,2021-03-26,false,gold
USR00374,SEL0040,2023-04-17,false,bronze
USR00374,SEL0022,2025-08-26,false,bronze
USR01206,SEL0007,2024-08-12,true,bronze
USR01206,SEL0037,2025-03-25,true,platinum
USR01206,SEL0082,2025-11-22,false,bronze
USR00048,SEL0050,2022-07-09,false,gold
USR00048,SEL0020,2023-07-30,false,bronze
USR00048,SEL0099,2024-11-10,true,gold
USR01487,SEL0094,2025-05-02,true,silver
USR01487,SEL0014,2025-01-07,true,platinum
USR00092,SEL0015,2022-02-16,true,gold
USR00092,SEL0074,2020-02-07,false,platinum
USR00761,SEL0073,2021-07-31,false,platinum
USR00761,SEL0056,2024-12-03,true,gold
USR00761,SEL0075,2020-03-02,true,bronze
USR01477,SEL0097,2024-12-17,false,gold
USR01477,SEL0089,2020-09-13,false,platinum
USR01477,SEL0062,2024-08-15,false,bronze
USR00158,SEL0056,2025-02-12,false,platinum
USR00158,SEL0055,2024-12-02,false,platinum
USR00158,SEL0065,2021-03-04,false,silver
USR00158,SEL0051,2025-01-27,true,platinum
USR01459,SEL0025,2022-07-25,true,gold
USR01459,SEL0010,2022-01-26,true,bronze
USR00058,SEL0094,2023-04-20,false,gold
USR00058,SEL0075,2025-11-22,false,bronze
USR00058,SEL0012,2025-09-13,false,bronze
USR00873,SEL0003,2021-05-30,false,gold
USR00614,SEL0013,2025-07-19,true,bronze
USR00614,SEL0069,2023-09-26,false,gold
USR00614,SEL0088,2024-10-09,false,silver
USR01261,SEL0047,2021-03-05,false,gold
USR01261,SEL0016,2023-07-05,false,bronze
USR01261,SEL0098,2024-02-01,true,platinum
USR01261,SEL0018,2020-01-01,true,silver
USR01123,SEL0031,2020-07-14,true,platinum
USR01123,SEL0013,2022-10-12,true,silver
USR01123,SEL0002,2023-02-24,false,silver
USR00755,SEL0078,2024-10-12,true,bronze
USR00755,SEL0016,2021-06-26,true,silver
USR00755,SEL0069,2021-09-18,false,bronze
USR00755,SEL0015,2023-10-21,true,gold
