userId,productId,addedAt,quantity,savedForLater
USR00966,PRD00623,2022-06-13,3,false
USR00048,PRD02469,2022-10-23,3,false
USR00048,PRD02371,2022-06-06,2,true
USR00048,PRD01582,2022-07-05,3,false
USR01182,PRD01704,2024-12-03,1,false
USR01182,PRD00915,2025-06-02,1,false
USR01182,PRD01450,2024-08-06,2,false
USR01182,PRD02391,2022-12-07,3,false
USR00203,PRD00176,2024-02-28,2,false
USR00203,PRD02238,2024-01-23,2,false
USR00373,PRD02465,2025-08-30,2,true
USR00373,PRD01303,2023-03-31,3,false
USR00373,PRD01356,2024-01-04,2,true
USR00759,PRD01611,2022-07-15,1,false
USR00791,PRD02303,2025-03-18,2,false
USR00791,PRD02369,2023-09-24,1,false
USR01487,PRD00725,2023-08-13,3,false
USR01331,PRD02839,2022-10-06,2,true
USR01331,PRD00763,2025-08-11,3,false
USR01331,PRD00666,2024-09-16,2,false
USR01331,PRD00675,2025-12-20,3,false
USR01476,PRD01613,2022-05-11,1,true
USR01476,PRD01334,2024-06-09,3,true
USR00301,PRD01630,2023-09-06,2,false
USR00301,PRD02713,2024-07-12,1,false
USR00301,PRD01252,2023-12-10,2,false
USR00301,PRD01625,2024-05-21,1,true
USR00644,PRD02052,2023-04-05,1,true
USR00644,PRD00805,2022-10-28,1,false
USR00644,PRD00599,2025-10-01,1,false
USR01280,PRD01379,2025-10-04,1,false
USR01280,PRD01498,2022-01-28,1,true
USR01280,PRD02551,2022-01-02,1,false
USR00873,PRD01025,2022-07-17,1,false
USR00873,PRD00606,2025-07-19,1,false
USR00873,PRD02851,2023-11-02,2,false
USR00437,PRD00867,2024-09-20,3,false
USR00437,PRD01959,2022-01-08,3,false
USR00161,PRD02099,2022-10-16,3,false
USR00161,PRD00546,2023-07-31,3,false
USR01012,PRD02994,2022-12-29,1,true
USR01012,PRD00387,2023-02-20,1,true
USR01012,PRD02255,2022-08-04,2,false
USR01012,PRD00628,2024-04-01,3,false
USR00845,PRD00063,2022-05-31,3,false
USR00237,PRD01751,2025-01-11,2,false
USR00237,PRD01811,2023-11-15,2,true
USR00237,PRD01716,2025-02-14,1,false
USR00814,PRD02934,2025-07-21,2,false
USR00814,PRD01036,2024-08-07,2,true
USR01010,PRD02904,2023-09-17,1,false
USR00633,PRD01386,2023-06-23,1,false
USR00633,PRD01613,2023-04-23,2,true
USR00183,PRD01766,2023-02-27,2,true
USR00183,PRD00980,2024-02-18,3,true
USR00544,PRD01953,2024-02-26,1,true
USR00544,PRD02858,2023-04-08,1,false
USR00544,PRD00482,2024-12-10,3,false
USR00544,PRD00871,2025-01-18,3,false
USR01063,PRD01867,2023-12-10,3,true
USR01063,PRD02803,2024-06-25,3,true
USR00477,PRD00068,2023-08-17,2,false
USR00477,PRD02550,2024-08-02,2,true
USR00477,PRD00876,2023-06-05,2,true
USR00477,PRD02709,2022-05-29,2,false
USR00204,PRD00840,2023-12-19,2,false
USR00204,PRD00832,2022-07-15,2,false
USR00204,PRD02589,2025-06-08,1,true
USR00204,PRD01228,2022-06-08,3,false
USR01447,PRD00113,2024-09-13,3,false
USR00943,PRD00736,2024-11-07,1,false
USR00943,PRD00201,2023-07-30,3,false
USR00943,PRD01852,2022-05-23,1,false
USR00943,PRD02431,2022-03-09,3,false
USR01034,PRD00507,2023-06-29,3,false
USR01034,PRD02320,2022-05-19,2,false
USR00173,PRD00588,2023-11-14,3,false
USR00173,PRD02034,2025-09-02,2,true
USR00173,PRD00891,2024-12-01,3,false
USR00734,PRD01174,2023-09-09,1,false
USR00734,PRD01027,2023-10-27,2,false
USR00734,PRD00670,2024-04-30,3,false
USR00281,PRD01921,2023-10-11,2,true
USR00281,PRD00374,2024-08-09,1,true
USR00281,PRD02488,2023-09-26,2,true
USR00854,PRD00197,2022-11-03,1,false
USR00854,PRD01453,2025-05-18,2,false
USR00121,PRD01276,2022-08-05,1,false
USR00811,PRD02809,2025-04-03,2,false
USR00811,PRD00785,2022-10-04,1,false
USR00811,PRD00501,2025-07-08,1,true
USR00811,PRD02979,2024-03-15,3,false
USR00640,PRD00789,2022-11-09,1,true
USR00640,PRD00939,2022-11-30,1,true
USR00518,PRD00682,2023-09-19,2,true
USR00518,PRD01142,2025-03-19,1,false
USR00518,PRD00458,2024-10-12,3,false
USR01248,PRD00987,2025-08-25,3,false
USR01248,PRD02520,2025-04-15,1,false
USR00071,PRD01511,2025-01-29,1,false
USR00071,PRD00400,2025-04-20,1,true
USR00096,PRD01717,2024-01-09,3,false
USR00096,PRD00469,2022-04-26,2,false
USR00459,PRD02138,2025-07-02,1,true
USR00459,PRD02631,2024-05-31,1,false
USR01128,PRD00455,2024-09-14,1,false
USR01256,PRD00673,2025-12-16,1,false
USR01256,PRD02939,2022-06-13,2,false
USR00231,PRD02770,2022-09-05,2,false
USR00086,PRD01905,2022-07-23,2,false
USR00086,PRD02756,2025-06-25,1,false
USR00921,PRD02563,2023-10-04,1,false
USR00921,PRD00166,2023-03-09,2,true
USR00921,PRD00234,2024-11-18,3,false
USR00921,PRD02366,2024-09-02,2,false
USR01279,PRD00558,2024-01-30,2,false
USR01279,PRD00784,2022-10-01,3,true
USR01279,PRD00895,2024-11-22,2,false
USR01279,PRD02726,2023-12-04,2,true
USR00586,PRD01117,2023-04-27,2,false
USR00586,PRD00365,2024-07-31,3,true
USR00586,PRD00197,2024-09-20,1,false
USR00586,PRD00287,2022-02-15,2,true
USR00533,PRD02545,2022-06-06,3,false
USR00533,PRD02945,2023-02-28,3,false
USR00533,PRD02695,2022-03-22,3,false
USR00771,PRD02789,2022-04-27,1,true
USR00771,PRD00094,2024-05-01,3,false
USR00915,PRD02025,2023-04-27,3,false
USR00915,PRD00244,2024-02-18,1,false
USR00915,PRD01233,2024-12-04,1,false
USR01264,PRD00923,2022-07-31,2,false
USR01264,PRD01862,2025-09-14,3,false
USR01264,PRD00832,2025-02-05,2,false
USR00746,PRD00814,2022-12-27,3,true
USR01346,PRD01656,2024-03-29,3,false
USR00894,PRD01368,2025-06-26,1,false
USR00894,PRD01929,2025-08-23,2,false
USR00894,PRD01871,2023-01-26,1,false
USR00894,PRD02373,2024-03-03,1,true
USR00167,PRD01039,2024-09-14,2,true
USR00624,PRD02767,2024-09-23,1,false
USR00624,PRD02962,2023-04-17,1,false
USR00624,PRD01230,2025-01-15,1,false
USR00624,PRD00535,2022-09-03,1,false
USR01008,PRD02215,2023-02-01,1,false
USR01008,PRD01619,2025-12-19,1,true
USR01008,PRD01409,2023-12-19,2,true
USR01008,PRD00364,2024-01-14,3,false
USR01293,PRD02090,2023-10-04,1,true
USR01293,PRD02570,2025-06-14,1,false
USR01433,PRD02692,2023-09-22,3,false
USR01433,PRD02735,2024-02-15,3,false
USR01433,PRD02803,2023-05-15,2,true
USR01433,PRD01815,2023-01-14,1,true
USR01107,PRD02187,2024-06-24,3,false
USR01107,PRD00024,2022-01-29,3,false
USR01107,PRD02055,2024-07-10,1,false
USR01367,PRD00506,2025-05-15,3,false
USR01367,PRD00494,2025-03-31,2,false
USR01367,PRD00881,2024-06-12,3,false
USR00612,PRD00344,2022-11-06,1,false
USR00612,PRD01937,2022-07-29,2,false
USR00612,PRD02455,2022-06-30,3,false
USR00612,PRD00583,2023-01-14,2,false
USR00887,PRD00304,2024-04-10,2,true
USR00887,PRD00696,2022-05-19,3,false
USR00887,PRD02730,2024-04-20,3,true
USR01387,PRD02564,2025-02-15,2,true
USR00003,PRD02532,2024-06-26,2,false
USR00317,PRD02507,2024-04-03,2,true
USR00317,PRD00339,2025-03-22,2,true
USR00317,PRD01207,2022-03-21,3,true
USR00510,PRD01310,2024-02-21,3,true
USR00510,PRD01377,2024-06-23,3,false
USR00510,PRD00943,2025-08-12,2,false
USR00508,PRD01360,2022-10-05,3,false
USR00020,PRD01745,2023-08-05,3,false
USR00020,PRD01769,2025-06-09,1,false
USR00707,PRD01712,2023-09-03,1,true
USR00707,PRD02437,2022-05-24,2,true
USR00707,PRD01961,2024-04-05,1,false
USR00707,PRD01775,2025-12-27,1,false
USR00343,PRD00375,2025-04-17,1,true
USR01374,PRD02433,2025-08-27,2,false
USR00989,PRD02006,2024-03-06,2,false
USR00989,PRD02516,2024-03-23,2,false
USR00989,PRD00438,2023-07-08,3,false
USR00989,PRD00776,2025-05-26,2,false
USR01153,PRD01357,2024-09-19,2,false
USR01153,PRD00503,2022-09-29,3,false
USR01153,PRD00457,2025-09-30,2,false
USR00747,PRD01978,2025-10-01,1,false
USR01299,PRD00922,2023-12-21,3,false
USR01299,PRD01003,2023-02-24,1,true
USR01299,PRD00058,2023-01-17,2,false
USR01117,PRD00382,2025-01-26,1,true
USR00425,PRD02752,2023-10-09,3,false
USR00425,PRD02556,2025-10-21,2,false
USR00425,PRD02673,2024-01-04,2,false
USR00315,PRD02620,2023-01-04,1,false
USR00315,PRD01862,2024-07-10,1,true
USR00315,PRD02954,2024-11-05,1,false
USR00315,PRD00879,2025-04-09,1,true
USR00286,PRD00839,2024-04-19,3,false
USR00024,PRD01895,2023-07-06,2,false
USR00024,PRD00315,2022-10-11,1,false
USR00024,PRD02669,2025-04-22,3,false
USR00955,PRD01283,2025-12-12,1,true
USR00955,PRD00469,2024-09-19,2,true
USR00955,PRD00234,2025-10-30,3,false
USR00955,PRD01092,2024-01-09,3,false
USR01455,PRD01778,2023-10-13,1,false
USR01455,PRD00650,2022-03-14,3,true
USR01455,PRD00728,2025-10-22,2,false
USR00924,PRD00927,2023-03-25,1,false
USR00588,PRD01516,2024-09-13,2,true
USR00588,PRD00162,2023-07-16,1,false
USR00588,PRD02210,2024-09-06,1,false
USR00588,PRD02688,2022-09-07,1,false
USR01053,PRD01233,2022-06-09,3,false
USR01053,PRD02217,2024-06-10,3,false
USR00260,PRD00757,2023-06-09,2,true
USR00260,PRD01290,2024-03-22,3,false
USR00260,PRD00260,2024-06-05,3,false
USR01393,PRD01480,2024-06-17,1,false
USR00275,PRD01946,2023-06-18,3,false
USR00275,PRD00724,2022-11-15,3,false
USR00767,PRD01397,2023-04-10,3,true
USR00767,PRD00024,2024-02-19,3,false
USR00767,PRD01681,2024-02-17,2,false
USR01011,PRD01232,2022-01-27,2,false
USR00072,PRD02280,2024-12-13,2,false
USR00321,PRD02585,2024-05-28,2,false
USR00321,PRD00373,2024-10-02,3,false
USR00792,PRD00548,2025-10-29,1,false
USR00792,PRD00785,2024-02-29,2,true
USR00792,PRD02419,2022-07-25,3,false
USR00726,PRD02067,2025-08-15,2,false
USR00726,PRD02447,2024-12-20,3,false
USR01469,PRD01064,2023-02-01,3,true
USR01469,PRD02617,2022-12-13,1,false
USR01469,PRD00526,2022-07-11,2,true
USR01469,PRD00708,2024-07-16,1,false
USR00045,PRD01062,2024-08-09,1,false
USR00045,PRD00956,2023-11-10,1,false
USR00045,PRD02473,2022-11-22,3,false
USR00045,PRD02146,2025-09-21,3,false
USR00214,PRD02337,2023-10-20,3,false
USR00214,PRD02233,2024-08-30,2,true
USR00214,PRD00975,2022-10-14,3,true
USR00929,PRD02071,2025-05-06,1,false
USR00929,PRD02829,2023-07-25,1,false
USR00929,PRD02541,2023-10-16,1,false
USR00636,PRD02351,2025-03-01,3,false
USR00636,PRD01518,2024-12-12,3,true
USR00636,PRD00836,2022-10-31,2,false
USR00636,PRD00935,2025-11-20,2,false
USR01135,PRD00306,2024-03-25,3,false
USR01135,PRD00871,2022-03-19,3,false
USR01135,PRD00697,2024-09-22,1,false
USR01135,PRD00351,2024-08-02,3,false
USR00839,PRD02219,2023-01-06,2,true
USR01310,PRD02660,2024-12-21,2,true
USR01310,PRD02809,2023-04-01,1,false
USR01310,PRD00188,2023-03-12,3,false
USR01061,PRD01420,2025-05-14,3,false
USR01061,PRD01692,2024-06-28,3,true
USR01061,PRD00165,2024-02-25,1,true
USR00903,PRD01699,2023-08-10,2,true
USR00903,PRD00151,2025-03-22,3,false
USR01076,PRD01882,2023-05-02,3,false
USR01076,PRD01665,2023-07-07,2,false
USR01076,PRD02633,2025-02-10,2,false
USR01076,PRD02056,2025-09-30,3,false
USR01483,PRD00964,2025-03-18,3,false
USR00386,PRD01785,2023-07-05,3,false
USR01495,PRD01657,2024-03-24,1,false
USR01495,PRD01043,2024-12-19,2,false
USR01495,PRD01144,2023-10-10,1,false
USR01328,PRD01697,2022-04-27,3,true
USR01328,PRD02418,2024-10-07,3,false
USR01328,PRD01294,2025-07-15,1,false
USR01328,PRD02638,2023-05-21,3,false
USR01349,PRD02794,2022-04-30,3,false
USR01349,PRD01870,2025-02-04,2,false
USR01349,PRD02205,2022-09-11,1,false
USR00810,PRD02036,2025-09-27,3,false
USR00810,PRD00953,2025-02-04,2,true
USR00952,PRD00145,2023-12-03,2,false
USR01173,PRD02234,2023-04-16,2,false
USR01173,PRD00292,2022-08-26,2,false
USR01173,PRD00961,2024-08-25,2,false
USR00274,PRD02317,2025-12-31,3,true
USR00274,PRD01756,2024-07-01,1,false
USR00274,PRD01137,2023-01-27,3,false
USR00274,PRD01679,2022-11-28,3,false
USR00519,PRD02284,2023-05-18,1,true
USR00519,PRD00472,2023-10-24,1,false
USR00519,PRD00993,2024-12-03,1,false
USR00519,PRD01186,2025-12-04,2,false
USR01106,PRD00981,2023-02-22,2,true
USR01106,PRD01207,2023-07-22,1,true
USR01106,PRD00497,2022-12-11,3,false
USR00239,PRD02003,2025-02-26,3,false
USR01246,PRD01101,2024-07-01,2,true
USR00860,PRD02706,2025-03-02,1,false
USR00860,PRD01544,2022-05-20,2,true
USR00860,PRD01279,2022-08-06,1,false
USR00841,PRD02932,2025-02-05,1,true
USR00841,PRD01072,2023-01-25,3,false
USR00841,PRD01355,2023-11-16,1,false
USR00841,PRD01102,2023-09-14,2,false
USR01089,PRD00607,2025-09-05,2,false
USR01089,PRD01186,2025-04-13,3,false
USR01089,PRD01140,2023-06-28,3,false
USR00627,PRD02852,2022-09-22,3,false
USR00627,PRD01923,2023-06-24,2,false
USR00314,PRD02254,2025-11-10,2,false
USR00314,PRD02846,2022-03-20,1,false
USR00314,PRD01502,2025-03-13,2,true
USR01225,PRD00174,2023-12-13,2,false
USR01225,PRD02518,2025-04-09,2,false
USR01225,PRD02435,2024-03-11,2,true
USR00300,PRD00511,2022-12-19,3,true
USR00300,PRD00385,2023-12-19,3,true
USR00491,PRD01293,2023-03-08,3,false
USR01314,PRD01615,2022-03-26,1,false
USR01314,PRD01704,2024-08-27,2,false
USR00157,PRD02603,2022-09-07,3,false
USR00157,PRD01076,2024-02-21,2,false
USR00157,PRD00258,2023-10-29,1,true
USR00355,PRD00586,2025-12-13,3,false
USR00355,PRD00573,2025-12-11,3,true
USR00349,PRD02030,2024-01-30,1,false
USR00349,PRD00664,2024-07-11,1,false
USR00349,PRD01346,2024-05-01,3,true
